beijing_time,message,parent_id,service_name,span_id,status_code,trace_id
2021-07-04 20:11:13,request call function 1 redisservice2.set_key_value_into_redis,s31,redisservice2,s27,200,t4
2021-07-04 20:11:13,request call function 1 redisservice2.get_key_value_from_redis,s31,redisservice2,s28,300,t4
2021-07-04 20:11:13,request call function 1 redisservice1.set_key_value_into_redis,s45,redisservice1,s30,200,t4
2021-07-04 20:11:13,request call function 1 mobservice1.mob_info_to_redis,s45,mobservice1,s31,200,t4
2021-07-04 20:11:13,request call function 1 redisservice1.keys_existence_checks,s43,redisservice1,s34,200,t4
2021-07-04 20:11:13,request call function 1 redisservice2.get_key_value_from_redis,s36,redisservice2,s35,200,t4
2021-07-04 20:11:14,request call function 1 logservice1.login_query_redis_info,s45,logservice1,s36,500,t4
2021-07-04 20:11:14,request call function 1 dbservice1.db_login_methods,s44,dbservice1,s43,500,t4
2021-07-04 20:11:14,request call function 1 logservice2.login_model_implement,s36,logservice2,s44,500,t4
2021-07-04 20:11:14,request call function 1 webservice2.web_login_service,,webservice2,s45,500,t4
2021-07-04 20:11:21,request call function 1 mobservice2.mob_info_to_redis,,mobservice2,s113,500,t13
2021-07-04 20:11:21,request call function 1 redisservice2.get_key_value_from_redis,s113,redisservice2,s117,400,t13
