timestamp,log_level,service_name,trace_id,message
"2021-07-04 00:38:16,182",WARNING,redisservice2,t2,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:38:24,734",ERROR,webservice1,t1,"unknown error occurred, status_code == 200, message:{'message': 'redis write success, keys=0fdff390-dc1d-11eb-9b78-0242ac110003, value=', 'status_code': 200}"
"2021-07-04 00:38:26,344",ERROR,webservice2,t2,"unknown error occurred, status_code == 200, message:{'message': 'redis write success, keys=10c87714-dc1d-11eb-9c22-0242ac110004, value=', 'status_code': 200}"
"2021-07-04 00:38:47,949",WARNING,redisservice2,t22,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:38:48,564",ERROR,dbservice2,t22,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:38:48,571",ERROR,webservice2,t22,an error occurred in the downstream service
"2021-07-04 00:39:27,906",ERROR,dbservice1,t76,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 00:39:27,921",ERROR,webservice1,t76,an error occurred in the downstream service
"2021-07-04 00:39:27,372",WARNING,redisservice1,t76,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:39:30,793",ERROR,webservice2,t80,an error occurred in the downstream service
"2021-07-04 00:39:30,235",WARNING,redisservice2,t80,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:39:30,774",ERROR,dbservice1,t80,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 00:39:32,743",WARNING,redisservice2,t83,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:39:33,358",ERROR,webservice1,t83,an error occurred in the downstream service
"2021-07-04 00:39:34,747",WARNING,redisservice1,t86,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:39:35,377",ERROR,webservice1,t86,an error occurred in the downstream service
"2021-07-04 00:39:35,361",ERROR,dbservice1,t86,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:39:46,048",WARNING,redisservice2,t102,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:39:46,620",ERROR,webservice2,t102,an error occurred in the downstream service
"2021-07-04 00:39:46,603",ERROR,dbservice1,t102,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:39:51,750",WARNING,redisservice2,t110,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:39:52,291",ERROR,dbservice1,t110,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:39:52,311",ERROR,webservice2,t110,an error occurred in the downstream service
"2021-07-04 00:40:02,268",WARNING,redisservice1,t124,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:40:02,812",ERROR,webservice2,t124,an error occurred in the downstream service
"2021-07-04 00:40:02,798",ERROR,dbservice1,t124,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 00:40:05,201",WARNING,redisservice1,t128,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:40:05,845",ERROR,webservice1,t128,an error occurred in the downstream service
"2021-07-04 00:40:05,839",ERROR,dbservice2,t128,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:40:14,106",WARNING,redisservice1,t140,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:40:14,600",WARNING,redisservice1,t141,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:40:14,740",ERROR,webservice1,t140,an error occurred in the downstream service
"2021-07-04 00:40:15,148",ERROR,webservice1,t141,an error occurred in the downstream service
"2021-07-04 00:40:15,132",ERROR,dbservice1,t141,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:40:26,958",ERROR,dbservice2,t157,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:40:26,415",WARNING,redisservice2,t157,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:40:26,969",ERROR,webservice2,t157,an error occurred in the downstream service
"2021-07-04 00:40:28,728",ERROR,dbservice2,t160,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:40:28,739",ERROR,webservice1,t160,an error occurred in the downstream service
"2021-07-04 00:40:28,205",WARNING,redisservice1,t160,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:40:30,902",WARNING,redisservice2,t164,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:40:31,446",ERROR,webservice2,t164,an error occurred in the downstream service
"2021-07-04 00:40:31,426",ERROR,dbservice1,t164,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:41:06,610",ERROR,webservice2,t213,an error occurred in the downstream service
"2021-07-04 00:41:06,023",WARNING,redisservice1,t213,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:41:11,723",WARNING,redisservice2,t221,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:41:12,368",ERROR,dbservice2,t221,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 00:41:12,374",ERROR,webservice1,t221,an error occurred in the downstream service
"2021-07-04 00:41:23,894",ERROR,webservice1,t222,an error occurred in the downstream service
"2021-07-04 00:41:23,885",ERROR,redisservice1,t222,"二维码已过期， 请刷新重新扫描, status_code: 400"
"2021-07-04 00:41:23,794",ERROR,redisservice2,t222,"二维码已过期， 请刷新重新扫描, status_code: 400"
"2021-07-04 00:41:23,893",ERROR,logservice1,t222,"get information failed, fail code: 400"
"2021-07-04 00:41:23,801",ERROR,mobservice2,t222,"uuid:7a0ae932-dc1d-11eb-99ad-0242ac110003 information has expired, mobile phone login is invalid"
"2021-07-04 00:41:30,909",WARNING,redisservice1,t236,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:41:31,683",ERROR,webservice2,t236,an error occurred in the downstream service
"2021-07-04 00:41:32,042",WARNING,redisservice2,t238,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:41:32,591",ERROR,dbservice1,t238,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:41:32,607",ERROR,webservice1,t238,an error occurred in the downstream service
"2021-07-04 00:41:50,393",WARNING,redisservice1,t263,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:41:51,013",ERROR,dbservice1,t263,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:41:51,051",ERROR,webservice2,t263,an error occurred in the downstream service
"2021-07-04 00:41:59,606",WARNING,redisservice2,t275,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:42:00,199",ERROR,dbservice1,t275,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:42:00,216",ERROR,webservice2,t275,an error occurred in the downstream service
"2021-07-04 00:42:14,530",WARNING,redisservice2,t296,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:42:15,129",ERROR,webservice2,t296,an error occurred in the downstream service
"2021-07-04 00:42:15,111",ERROR,dbservice1,t296,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:42:20,865",ERROR,webservice1,t304,an error occurred in the downstream service
"2021-07-04 00:42:20,851",ERROR,dbservice1,t304,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:42:20,325",WARNING,redisservice2,t304,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:42:44,938",ERROR,webservice1,t323,an error occurred in the downstream service
"2021-07-04 00:42:44,931",ERROR,redisservice2,t323,"二维码已过期， 请刷新重新扫描, status_code: 400"
"2021-07-04 00:42:44,820",ERROR,redisservice1,t323,"二维码已过期， 请刷新重新扫描, status_code: 400"
"2021-07-04 00:42:44,935",ERROR,logservice1,t323,"get information failed, fail code: 400"
"2021-07-04 00:42:44,821",ERROR,mobservice2,t323,"uuid:aa609a8c-dc1d-11eb-8007-0242ac110003 information has expired, mobile phone login is invalid"
"2021-07-04 00:42:49,378",WARNING,redisservice2,t333,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:42:49,935",ERROR,webservice2,t333,an error occurred in the downstream service
"2021-07-04 00:42:49,913",ERROR,dbservice1,t333,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:42:55,736",WARNING,redisservice2,t342,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:42:56,227",ERROR,dbservice1,t342,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:42:56,243",ERROR,webservice2,t342,an error occurred in the downstream service
"2021-07-04 00:43:20,846",WARNING,redisservice2,t376,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:43:21,636",ERROR,webservice2,t376,an error occurred in the downstream service
"2021-07-04 00:43:21,614",ERROR,dbservice1,t376,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 00:43:25,041",WARNING,redisservice2,t381,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:43:25,591",ERROR,dbservice1,t381,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 00:43:25,610",ERROR,webservice2,t381,an error occurred in the downstream service
"2021-07-04 00:43:27,818",WARNING,redisservice1,t385,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:43:28,571",ERROR,webservice1,t385,an error occurred in the downstream service
"2021-07-04 00:43:38,465",WARNING,redisservice2,t399,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 00:43:39,044",ERROR,webservice2,t399,an error occurred in the downstream service
