beijing_time,message,parent_id,service_name,span_id,status_code,trace_id
2021-07-04 04:00:01,request call function 1 dbservice1.db_login_methods,s3,dbservice1,s1,500,t1
2021-07-04 04:00:01,request call function 1 redisservice2.keys_existence_checks,s1,redisservice2,s2,200,t1
2021-07-04 04:00:01,request call function 1 logservice2.login_model_implement,s5,logservice2,s3,500,t1
2021-07-04 04:00:01,request call function 1 webservice2.web_login_service,,webservice2,s4,500,t1
2021-07-04 04:00:01,request call function 1 logservice1.login_query_redis_info,s4,logservice1,s5,500,t1
2021-07-04 04:00:03,request call function 1 redisservice2.set_key_value_into_redis,s7,redisservice2,s6,200,t2
2021-07-04 04:00:03,request call function 1 webservice1.web_login_service,,webservice1,s7,500,t2
2021-07-04 04:00:08,request call function 1 webservice1.web_login_service,,webservice1,s21,500,t5
2021-07-04 04:00:08,request call function 1 redisservice2.set_key_value_into_redis,s21,redisservice2,s23,200,t5
2021-07-04 04:00:11,request call function 1 redisservice1.set_key_value_into_redis,s67,redisservice1,s52,200,t9
2021-07-04 04:00:11,request call function 1 redisservice1.set_key_value_into_redis,s74,redisservice1,s54,200,t11
2021-07-04 04:00:11,request call function 1 webservice1.web_login_service,,webservice1,s67,500,t9
2021-07-04 04:00:12,request call function 1 webservice1.web_login_service,,webservice1,s74,500,t11
2021-07-04 04:00:12,request call function 1 webservice1.web_login_service,,webservice1,s76,500,t13
2021-07-04 04:00:12,request call function 1 redisservice2.set_key_value_into_redis,s76,redisservice2,s77,200,t13
2021-07-04 04:00:13,request call function 1 redisservice1.set_key_value_into_redis,s87,redisservice1,s83,200,t14
2021-07-04 04:00:13,request call function 1 webservice1.web_login_service,,webservice1,s87,500,t14
2021-07-04 04:00:17,request call function 1 redisservice1.set_key_value_into_redis,s144,redisservice1,s133,200,t20
2021-07-04 04:00:17,request call function 1 redisservice2.set_key_value_into_redis,s140,redisservice2,s134,200,t21
2021-07-04 04:00:17,request call function 1 webservice1.web_login_service,,webservice1,s140,500,t21
2021-07-04 04:00:17,request call function 1 webservice1.web_login_service,,webservice1,s144,500,t20
2021-07-04 04:00:18,request call function 1 webservice1.web_login_service,,webservice1,s149,500,t24
2021-07-04 04:00:18,request call function 1 redisservice2.set_key_value_into_redis,s149,redisservice2,s154,200,t24
2021-07-04 04:00:19,request call function 1 webservice1.web_login_service,,webservice1,s160,500,t25
2021-07-04 04:00:19,request call function 1 webservice1.web_login_service,,webservice1,s161,500,t26
2021-07-04 04:00:19,request call function 1 redisservice1.set_key_value_into_redis,s161,redisservice1,s168,200,t26
2021-07-04 04:00:19,request call function 1 redisservice2.set_key_value_into_redis,s160,redisservice2,s170,200,t25
2021-07-04 04:00:21,request call function 1 redisservice2.set_key_value_into_redis,s201,redisservice2,s196,200,t30
2021-07-04 04:00:21,request call function 1 redisservice2.set_key_value_into_redis,s200,redisservice2,s199,200,t31
2021-07-04 04:00:21,request call function 1 webservice1.web_login_service,,webservice1,s200,500,t31
2021-07-04 04:00:21,request call function 1 webservice1.web_login_service,,webservice1,s201,500,t30
2021-07-04 04:00:22,request call function 1 redisservice2.set_key_value_into_redis,s207,redisservice2,s202,200,t32
2021-07-04 04:00:22,request call function 1 logservice1.login_model_implement,s209,logservice1,s203,500,t32
2021-07-04 04:00:22,request call function 1 redisservice2.get_key_value_from_redis,s208,redisservice2,s204,300,t32
2021-07-04 04:00:22,request call function 1 redisservice2.set_key_value_into_redis,s208,redisservice2,s205,200,t32
2021-07-04 04:00:22,request call function 1 dbservice2.db_login_methods,s203,dbservice2,s206,500,t32
2021-07-04 04:00:22,request call function 1 webservice2.web_login_service,,webservice2,s207,500,t32
2021-07-04 04:00:22,request call function 1 mobservice2.mob_info_to_redis,s207,mobservice2,s208,200,t32
2021-07-04 04:00:22,request call function 1 logservice2.login_query_redis_info,s207,logservice2,s209,500,t32
2021-07-04 04:00:22,request call function 1 redisservice1.set_key_value_into_redis,s220,redisservice1,s210,200,t33
2021-07-04 04:00:22,request call function 1 redisservice1.keys_existence_checks,s206,redisservice1,s211,200,t32
2021-07-04 04:00:22,request call function 1 redisservice1.get_key_value_from_redis,s209,redisservice1,s212,200,t32
2021-07-04 04:00:23,request call function 1 redisservice2.set_key_value_into_redis,s217,redisservice2,s213,200,t34
2021-07-04 04:00:23,request call function 1 webservice1.web_login_service,,webservice1,s217,500,t34
2021-07-04 04:00:23,request call function 1 webservice1.web_login_service,,webservice1,s220,500,t33
2021-07-04 04:00:26,request call function 1 redisservice1.set_key_value_into_redis,s256,redisservice1,s255,200,t40
2021-07-04 04:00:26,request call function 1 webservice1.web_login_service,,webservice1,s256,500,t40
2021-07-04 04:00:26,request call function 1 webservice1.web_login_service,,webservice1,s261,500,t42
2021-07-04 04:00:26,request call function 1 redisservice1.set_key_value_into_redis,s261,redisservice1,s263,200,t42
2021-07-04 04:00:27,request call function 1 webservice1.web_login_service,,webservice1,s270,500,t43
2021-07-04 04:00:27,request call function 1 redisservice2.set_key_value_into_redis,s270,redisservice2,s276,200,t43
2021-07-04 04:00:28,request call function 1 webservice1.web_login_service,,webservice1,s283,500,t45
