beijing_time,message,parent_id,service_name,span_id,status_code,trace_id
2021-07-04 18:55:20,request call function 1 webservice1.web_login_service,,webservice1,s2,500,t2
2021-07-04 18:55:20,request call function 1 redisservice2.get_key_value_from_redis,s17,redisservice2,s3,400,t2
2021-07-04 18:55:20,request call function 1 logservice2.login_query_redis_info,s2,logservice2,s17,500,t2
2021-07-04 18:55:20,request call function 1 mobservice2.mob_info_to_redis,s2,mobservice2,s18,500,t2
2021-07-04 18:55:20,request call function 1 redisservice1.get_key_value_from_redis,s18,redisservice1,s21,400,t2
2021-07-04 18:56:01,request call function 1 redisservice2.get_key_value_from_redis,s609,redisservice2,s584,200,t60
2021-07-04 18:56:01,request call function 1 redisservice1.get_key_value_from_redis,s591,redisservice1,s586,300,t60
2021-07-04 18:56:01,request call function 1 redisservice1.set_key_value_into_redis,s591,redisservice1,s588,200,t60
2021-07-04 18:56:01,request call function 1 redisservice1.keys_existence_checks,s607,redisservice1,s590,200,t60
2021-07-04 18:56:01,request call function 1 mobservice1.mob_info_to_redis,s603,mobservice1,s591,200,t60
2021-07-04 18:56:01,request call function 1 redisservice1.set_key_value_into_redis,s603,redisservice1,s592,200,t60
2021-07-04 18:56:02,request call function 1 logservice2.login_model_implement,s609,logservice2,s602,500,t60
2021-07-04 18:56:02,request call function 1 webservice2.web_login_service,,webservice2,s603,500,t60
2021-07-04 18:56:02,request call function 1 dbservice1.db_login_methods,s602,dbservice1,s607,500,t60
2021-07-04 18:56:02,request call function 1 logservice1.login_query_redis_info,s603,logservice1,s609,500,t60
2021-07-04 18:56:06,request call function 1 redisservice1.set_key_value_into_redis,s663,redisservice1,s660,200,t68
2021-07-04 18:56:06,request call function 1 mobservice2.mob_info_to_redis,s674,mobservice2,s663,200,t68
2021-07-04 18:56:06,request call function 1 redisservice1.get_key_value_from_redis,s663,redisservice1,s667,300,t68
2021-07-04 18:56:06,request call function 1 redisservice2.get_key_value_from_redis,s686,redisservice2,s669,200,t68
2021-07-04 18:56:06,request call function 1 redisservice2.set_key_value_into_redis,s674,redisservice2,s670,200,t68
2021-07-04 18:56:07,request call function 1 webservice1.web_login_service,,webservice1,s674,500,t68
2021-07-04 18:56:07,request call function 1 logservice2.login_model_implement,s686,logservice2,s676,500,t68
2021-07-04 18:56:07,request call function 1 redisservice2.keys_existence_checks,s685,redisservice2,s680,200,t68
2021-07-04 18:56:07,request call function 1 dbservice2.db_login_methods,s676,dbservice2,s685,500,t68
2021-07-04 18:56:07,request call function 1 logservice1.login_query_redis_info,s674,logservice1,s686,500,t68
2021-07-04 18:56:09,request call function 1 redisservice1.get_key_value_from_redis,s725,redisservice1,s703,200,t72
2021-07-04 18:56:09,request call function 1 redisservice1.set_key_value_into_redis,s714,redisservice1,s704,200,t72
2021-07-04 18:56:09,request call function 1 redisservice2.get_key_value_from_redis,s708,redisservice2,s706,300,t72
