timestamp,log_level,service_name,trace_id,message
"2021-07-04 18:39:17,972",WARNING,redisservice2,t4,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:39:18,515",ERROR,dbservice1,t4,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 18:39:18,524",ERROR,webservice2,t4,an error occurred in the downstream service
"2021-07-04 18:39:33,826",WARNING,redisservice2,t26,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:39:34,432",ERROR,webservice1,t26,an error occurred in the downstream service
"2021-07-04 18:39:41,469",WARNING,redisservice2,t37,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:39:42,029",ERROR,webservice1,t37,an error occurred in the downstream service
"2021-07-04 18:39:42,003",ERROR,dbservice2,t37,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 18:39:44,944",ERROR,webservice1,t41,an error occurred in the downstream service
"2021-07-04 18:39:44,927",ERROR,dbservice1,t41,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 18:39:44,346",WARNING,redisservice2,t41,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:39:49,944",WARNING,redisservice1,t49,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:39:50,472",ERROR,dbservice1,t49,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 18:39:50,491",ERROR,webservice1,t49,an error occurred in the downstream service
"2021-07-04 18:40:01,730",ERROR,webservice2,t64,an error occurred in the downstream service
"2021-07-04 18:40:01,723",ERROR,dbservice2,t64,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 18:40:01,156",WARNING,redisservice1,t64,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:40:11,603",ERROR,dbservice2,t79,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 18:40:11,613",ERROR,webservice2,t79,an error occurred in the downstream service
"2021-07-04 18:40:11,013",WARNING,redisservice1,t79,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:40:20,935",ERROR,webservice2,t92,an error occurred in the downstream service
"2021-07-04 18:40:20,371",WARNING,redisservice2,t92,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:40:20,924",ERROR,dbservice2,t92,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 18:40:36,827",WARNING,redisservice1,t115,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:40:36,411",WARNING,redisservice2,t114,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:40:37,996",ERROR,dbservice1,t114,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 18:40:37,362",ERROR,dbservice2,t115,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 18:40:37,384",ERROR,webservice1,t115,an error occurred in the downstream service
"2021-07-04 18:40:38,013",ERROR,webservice1,t114,an error occurred in the downstream service
"2021-07-04 18:41:09,632",ERROR,webservice1,t151,an error occurred in the downstream service
"2021-07-04 18:41:09,611",ERROR,dbservice2,t151,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 18:41:09,037",WARNING,redisservice2,t151,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:41:29,664",ERROR,webservice2,t177,an error occurred in the downstream service
"2021-07-04 18:41:29,113",WARNING,redisservice1,t177,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:41:31,983",ERROR,redisservice2,t168,"二维码已过期， 请刷新重新扫描, status_code: 400"
"2021-07-04 18:41:31,994",ERROR,mobservice1,t168,"uuid:5eba171a-dcb4-11eb-a0ee-0242ac110004 information has expired, mobile phone login is invalid"
"2021-07-04 18:41:32,083",ERROR,webservice2,t168,an error occurred in the downstream service
"2021-07-04 18:41:32,085",ERROR,logservice2,t168,"get information failed, fail code: 400"
"2021-07-04 18:41:32,081",ERROR,redisservice1,t168,"二维码已过期， 请刷新重新扫描, status_code: 400"
"2021-07-04 18:41:40,915",ERROR,dbservice1,t191,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 18:41:40,292",WARNING,redisservice2,t191,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:41:40,921",ERROR,webservice2,t191,an error occurred in the downstream service
"2021-07-04 18:42:07,621",ERROR,webservice2,t228,an error occurred in the downstream service
"2021-07-04 18:42:07,615",ERROR,dbservice1,t228,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 18:42:07,026",WARNING,redisservice2,t228,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:42:08,934",WARNING,redisservice2,t230,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 18:42:09,527",ERROR,webservice1,t230,an error occurred in the downstream service
"2021-07-04 18:42:40,939",ERROR,redisservice2,t259,"二维码已过期， 请刷新重新扫描, status_code: 400"
