beijing_time,message,parent_id,service_name,span_id,status_code,trace_id
2021-07-04 16:10:29,request call function 1 dbservice2.db_login_methods,s11,dbservice2,s2,200,t2
2021-07-04 16:10:29,request call function 1 logservice1.login_query_redis_info,s12,logservice1,s4,200,t2
2021-07-04 16:10:29,request call function 1 logservice2.login_model_implement,s4,logservice2,s11,200,t2
2021-07-04 16:10:29,request call function 1 webservice2.web_login_service,,webservice2,s12,200,t2
2021-07-04 16:10:31,request call function 1 logservice2.login_query_redis_info,s35,logservice2,s25,500,t4
2021-07-04 16:10:31,request call function 1 logservice1.login_model_implement,s25,logservice1,s27,500,t4
2021-07-04 16:10:31,request call function 1 redisservice2.set_key_value_into_redis,s35,redisservice2,s30,200,t4
2021-07-04 16:10:31,request call function 1 mobservice1.mob_info_to_redis,s35,mobservice1,s31,200,t4
2021-07-04 16:10:31,request call function 1 webservice2.web_login_service,,webservice2,s35,500,t4
2021-07-04 16:10:31,request call function 1 dbservice1.db_login_methods,s27,dbservice1,s36,500,t4
2021-07-04 16:10:31,request call function 1 redisservice1.get_key_value_from_redis,s31,redisservice1,s38,300,t4
2021-07-04 16:10:31,request call function 1 redisservice1.set_key_value_into_redis,s31,redisservice1,s39,200,t4
2021-07-04 16:10:31,request call function 1 redisservice1.keys_existence_checks,s36,redisservice1,s41,200,t4
2021-07-04 16:10:31,request call function 1 redisservice1.get_key_value_from_redis,s25,redisservice1,s44,200,t4
2021-07-04 16:10:32,request call function 1 redisservice2.keys_existence_checks,s50,redisservice2,s45,200,t6
2021-07-04 16:10:32,request call function 1 redisservice1.set_key_value_into_redis,s52,redisservice1,s46,200,t6
2021-07-04 16:10:32,request call function 1 redisservice1.get_key_value_from_redis,s52,redisservice1,s47,300,t6
2021-07-04 16:10:32,request call function 1 redisservice1.set_key_value_into_redis,s53,redisservice1,s48,200,t6
2021-07-04 16:10:32,request call function 1 logservice2.login_query_redis_info,s53,logservice2,s49,500,t6
2021-07-04 16:10:32,request call function 1 dbservice2.db_login_methods,s54,dbservice2,s50,500,t6
2021-07-04 16:10:32,request call function 1 redisservice2.get_key_value_from_redis,s49,redisservice2,s51,200,t6
2021-07-04 16:10:32,request call function 1 mobservice1.mob_info_to_redis,s53,mobservice1,s52,200,t6
2021-07-04 16:10:32,request call function 1 webservice1.web_login_service,,webservice1,s53,500,t6
2021-07-04 16:10:32,request call function 1 logservice1.login_model_implement,s49,logservice1,s54,500,t6
2021-07-04 16:10:34,request call function 1 redisservice1.set_key_value_into_redis,s92,redisservice1,s66,200,t9
2021-07-04 16:10:34,request call function 1 redisservice1.get_key_value_from_redis,s95,redisservice1,s68,200,t9
2021-07-04 16:10:34,request call function 1 redisservice2.set_key_value_into_redis,s72,redisservice2,s71,200,t9
2021-07-04 16:10:34,request call function 1 mobservice1.mob_info_to_redis,s92,mobservice1,s72,200,t9
2021-07-04 16:10:34,request call function 1 redisservice2.get_key_value_from_redis,s72,redisservice2,s75,300,t9
2021-07-04 16:10:34,request call function 1 redisservice2.keys_existence_checks,s84,redisservice2,s77,200,t9
2021-07-04 16:10:35,request call function 1 logservice2.login_model_implement,s95,logservice2,s82,500,t9
2021-07-04 16:10:35,request call function 1 dbservice1.db_login_methods,s82,dbservice1,s84,500,t9
2021-07-04 16:10:35,request call function 1 redisservice2.set_key_value_into_redis,s99,redisservice2,s88,200,t11
2021-07-04 16:10:35,request call function 1 webservice2.web_login_service,,webservice2,s92,500,t9
2021-07-04 16:10:35,request call function 1 redisservice2.get_key_value_from_redis,s107,redisservice2,s93,300,t11
2021-07-04 16:10:35,request call function 1 logservice1.login_query_redis_info,s92,logservice1,s95,500,t9
2021-07-04 16:10:36,request call function 1 logservice1.login_query_redis_info,s99,logservice1,s97,500,t11
2021-07-04 16:10:36,request call function 1 webservice2.web_login_service,,webservice2,s99,500,t11
2021-07-04 16:10:36,request call function 1 redisservice1.get_key_value_from_redis,s97,redisservice1,s100,200,t11
2021-07-04 16:10:36,request call function 1 logservice2.login_model_implement,s97,logservice2,s101,500,t11
2021-07-04 16:10:36,request call function 1 dbservice2.db_login_methods,s101,dbservice2,s102,500,t11
2021-07-04 16:10:36,request call function 1 redisservice2.keys_existence_checks,s102,redisservice2,s105,200,t11
2021-07-04 16:10:36,request call function 1 redisservice2.set_key_value_into_redis,s107,redisservice2,s106,200,t11
2021-07-04 16:10:36,request call function 1 mobservice2.mob_info_to_redis,s99,mobservice2,s107,200,t11
2021-07-04 16:10:37,request call function 1 redisservice2.keys_existence_checks,s126,redisservice2,s112,200,t14
2021-07-04 16:10:37,request call function 1 mobservice1.mob_info_to_redis,s135,mobservice1,s116,200,t14
2021-07-04 16:10:37,request call function 1 redisservice2.get_key_value_from_redis,s116,redisservice2,s118,300,t14
2021-07-04 16:10:37,request call function 1 redisservice1.get_key_value_from_redis,s130,redisservice1,s119,200,t14
2021-07-04 16:10:37,request call function 1 redisservice2.set_key_value_into_redis,s135,redisservice2,s123,200,t14
2021-07-04 16:10:37,request call function 1 redisservice2.set_key_value_into_redis,s116,redisservice2,s125,200,t14
2021-07-04 16:10:38,request call function 1 dbservice2.db_login_methods,s136,dbservice2,s126,500,t14
2021-07-04 16:10:38,request call function 1 logservice2.login_query_redis_info,s135,logservice2,s130,500,t14
2021-07-04 16:10:38,request call function 1 webservice2.web_login_service,,webservice2,s135,500,t14
2021-07-04 16:10:38,request call function 1 logservice1.login_model_implement,s130,logservice1,s136,500,t14
2021-07-04 16:11:15,request call function 1 logservice2.login_model_implement,s569,logservice2,s555,500,t57
2021-07-04 16:11:15,request call function 1 redisservice2.set_key_value_into_redis,s560,redisservice2,s556,200,t57
2021-07-04 16:11:15,request call function 1 webservice2.web_login_service,,webservice2,s560,500,t57
2021-07-04 16:11:15,request call function 1 redisservice1.get_key_value_from_redis,s567,redisservice1,s561,300,t57
2021-07-04 16:11:15,request call function 1 redisservice1.set_key_value_into_redis,s567,redisservice1,s562,200,t57
2021-07-04 16:11:15,request call function 1 redisservice1.get_key_value_from_redis,s569,redisservice1,s563,200,t57
2021-07-04 16:11:15,request call function 1 redisservice1.keys_existence_checks,s568,redisservice1,s564,200,t57
2021-07-04 16:11:15,request call function 1 mobservice2.mob_info_to_redis,s560,mobservice2,s567,200,t57
2021-07-04 16:11:15,request call function 1 dbservice1.db_login_methods,s555,dbservice1,s568,500,t57
2021-07-04 16:11:15,request call function 1 logservice1.login_query_redis_info,s560,logservice1,s569,500,t57
2021-07-04 16:11:41,request call function 1 redisservice2.set_key_value_into_redis,s961,redisservice2,s936,200,t96
2021-07-04 16:11:47,request call function 1 redisservice1.set_key_value_into_redis,s1033,redisservice1,s956,200,t98
2021-07-04 16:11:52,request call function 1 redisservice1.get_key_value_from_redis,s959,redisservice1,s957,400,t96
