beijing_time,message,parent_id,service_name,span_id,status_code,trace_id
2021-07-04 17:54:59,request call function 1 redisservice2.keys_existence_checks,s6,redisservice2,s1,200,t1
2021-07-04 17:54:59,request call function 1 logservice1.login_model_implement,s10,logservice1,s5,200,t1
2021-07-04 17:54:59,request call function 1 dbservice1.db_login_methods,s5,dbservice1,s6,200,t1
2021-07-04 17:54:59,request call function 1 webservice2.web_login_service,,webservice2,s8,200,t1
2021-07-04 17:54:59,request call function 1 logservice2.login_query_redis_info,s8,logservice2,s10,200,t1
2021-07-04 17:55:08,request call function 1 redisservice1.set_key_value_into_redis,s159,redisservice1,s134,200,t16
2021-07-04 17:55:08,request call function 1 redisservice2.get_key_value_from_redis,s151,redisservice2,s145,300,t16
2021-07-04 17:55:09,request call function 1 dbservice1.db_login_methods,s150,dbservice1,s148,500,t16
2021-07-04 17:55:09,request call function 1 logservice1.login_query_redis_info,s159,logservice1,s149,500,t16
2021-07-04 17:55:09,request call function 1 logservice2.login_model_implement,s149,logservice2,s150,500,t16
2021-07-04 17:55:09,request call function 1 mobservice1.mob_info_to_redis,s159,mobservice1,s151,200,t16
2021-07-04 17:55:09,request call function 1 redisservice2.get_key_value_from_redis,s149,redisservice2,s152,200,t16
2021-07-04 17:55:09,request call function 1 redisservice2.keys_existence_checks,s148,redisservice2,s157,200,t16
2021-07-04 17:55:09,request call function 1 webservice2.web_login_service,,webservice2,s159,500,t16
2021-07-04 17:55:09,request call function 1 redisservice2.set_key_value_into_redis,s151,redisservice2,s160,200,t16
2021-07-04 17:55:20,request call function 1 redisservice2.set_key_value_into_redis,s320,redisservice2,s306,200,t33
2021-07-04 17:55:20,request call function 1 redisservice2.get_key_value_from_redis,s320,redisservice2,s307,300,t33
2021-07-04 17:55:20,request call function 1 redisservice1.get_key_value_from_redis,s326,redisservice1,s310,200,t33
2021-07-04 17:55:20,request call function 1 redisservice1.set_key_value_into_redis,s331,redisservice1,s311,200,t33
2021-07-04 17:55:20,request call function 1 mobservice1.mob_info_to_redis,s331,mobservice1,s320,200,t33
2021-07-04 17:55:21,request call function 1 redisservice1.keys_existence_checks,s327,redisservice1,s324,200,t33
2021-07-04 17:55:21,request call function 1 logservice1.login_model_implement,s326,logservice1,s325,500,t33
