Unnamed: 0,date,timestamp,cmdb_id,kpi_name,value,beijing_time
339326,2021-07-04,1625388625.0,0.0.0.3.webservice2,docker_memory_stats_cache,28549120.0,2021-07-04 16:50:25
487113,2021-07-04,1625388625.0,0.0.0.3.logservice1,docker_memory_stats_cache,37859328.0,2021-07-04 16:50:25
127761,2021-07-04,1625388631.0,0.0.0.4.mobservice2,docker_memory_stats_cache,12824576.0,2021-07-04 16:50:31
92169,2021-07-04,1625388631.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21143552.0,2021-07-04 16:50:31
339327,2021-07-04,1625388655.0,0.0.0.3.webservice2,docker_memory_stats_cache,28684288.0,2021-07-04 16:50:55
487114,2021-07-04,1625388655.0,0.0.0.3.logservice1,docker_memory_stats_cache,37859328.0,2021-07-04 16:50:55
92170,2021-07-04,1625388661.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21278720.0,2021-07-04 16:51:01
127762,2021-07-04,1625388661.0,0.0.0.4.mobservice2,docker_memory_stats_cache,12824576.0,2021-07-04 16:51:01
339328,2021-07-04,1625388685.0,0.0.0.3.webservice2,docker_memory_stats_cache,28684288.0,2021-07-04 16:51:25
487115,2021-07-04,1625388685.0,0.0.0.3.logservice1,docker_memory_stats_cache,37859328.0,2021-07-04 16:51:25
127763,2021-07-04,1625388691.0,0.0.0.4.mobservice2,docker_memory_stats_cache,12824576.0,2021-07-04 16:51:31
92171,2021-07-04,1625388691.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21278720.0,2021-07-04 16:51:31
339329,2021-07-04,1625388715.0,0.0.0.3.webservice2,docker_memory_stats_cache,28684288.0,2021-07-04 16:51:55
487116,2021-07-04,1625388715.0,0.0.0.3.logservice1,docker_memory_stats_cache,37994496.0,2021-07-04 16:51:55
92172,2021-07-04,1625388721.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21278720.0,2021-07-04 16:52:01
127764,2021-07-04,1625388721.0,0.0.0.4.mobservice2,docker_memory_stats_cache,12824576.0,2021-07-04 16:52:01
487117,2021-07-04,1625388745.0,0.0.0.3.logservice1,docker_memory_stats_cache,37994496.0,2021-07-04 16:52:25
339330,2021-07-04,1625388745.0,0.0.0.3.webservice2,docker_memory_stats_cache,28684288.0,2021-07-04 16:52:25
92173,2021-07-04,1625388751.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21278720.0,2021-07-04 16:52:31
127765,2021-07-04,1625388751.0,0.0.0.4.mobservice2,docker_memory_stats_cache,12959744.0,2021-07-04 16:52:31
339331,2021-07-04,1625388775.0,0.0.0.3.webservice2,docker_memory_stats_cache,28684288.0,2021-07-04 16:52:55
487118,2021-07-04,1625388775.0,0.0.0.3.logservice1,docker_memory_stats_cache,38129664.0,2021-07-04 16:52:55
127766,2021-07-04,1625388781.0,0.0.0.4.mobservice2,docker_memory_stats_cache,12959744.0,2021-07-04 16:53:01
92174,2021-07-04,1625388781.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21278720.0,2021-07-04 16:53:01
339332,2021-07-04,1625388805.0,0.0.0.3.webservice2,docker_memory_stats_cache,28684288.0,2021-07-04 16:53:25
487119,2021-07-04,1625388805.0,0.0.0.3.logservice1,docker_memory_stats_cache,38129664.0,2021-07-04 16:53:25
92175,2021-07-04,1625388811.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21413888.0,2021-07-04 16:53:31
127767,2021-07-04,1625388811.0,0.0.0.4.mobservice2,docker_memory_stats_cache,12959744.0,2021-07-04 16:53:31
339333,2021-07-04,1625388835.0,0.0.0.3.webservice2,docker_memory_stats_cache,28819456.0,2021-07-04 16:53:55
487120,2021-07-04,1625388835.0,0.0.0.3.logservice1,docker_memory_stats_cache,38129664.0,2021-07-04 16:53:55
127768,2021-07-04,1625388841.0,0.0.0.4.mobservice2,docker_memory_stats_cache,12959744.0,2021-07-04 16:54:01
92176,2021-07-04,1625388841.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21413888.0,2021-07-04 16:54:01
339334,2021-07-04,1625388865.0,0.0.0.3.webservice2,docker_memory_stats_cache,28954624.0,2021-07-04 16:54:25
487121,2021-07-04,1625388865.0,0.0.0.3.logservice1,docker_memory_stats_cache,38264832.0,2021-07-04 16:54:25
127769,2021-07-04,1625388871.0,0.0.0.4.mobservice2,docker_memory_stats_cache,13094912.0,2021-07-04 16:54:31
92177,2021-07-04,1625388871.0,0.0.0.4.dbservice1,docker_memory_stats_cache,21413888.0,2021-07-04 16:54:31
487122,2021-07-04,1625388895.0,0.0.0.3.logservice1,docker_memory_stats_cache,38264832.0,2021-07-04 16:54:55
339335,2021-07-04,1625388895.0,0.0.0.3.webservice2,docker_memory_stats_cache,28954624.0,2021-07-04 16:54:55
127770,2021-07-04,1625388901.0,0.0.0.4.mobservice2,docker_memory_stats_cache,13094912.0,2021-07-04 16:55:01
