beijing_time,message,parent_id,service_name,span_id,status_code,trace_id
2021-07-04 04:18:05,request call function 1 logservice2.login_query_redis_info,s8,logservice2,s1,200,t1
2021-07-04 04:18:05,request call function 1 logservice1.login_model_implement,s1,logservice1,s5,200,t1
2021-07-04 04:18:05,request call function 1 webservice2.web_login_service,,webservice2,s8,200,t1
2021-07-04 04:18:05,request call function 1 dbservice1.db_login_methods,s5,dbservice1,s9,200,t1
2021-07-04 04:18:08,request call function 1 redisservice2.get_key_value_from_redis,s41,redisservice2,s35,300,t5
2021-07-04 04:18:08,request call function 1 redisservice1.set_key_value_into_redis,s39,redisservice1,s36,200,t5
2021-07-04 04:18:08,request call function 1 redisservice2.keys_existence_checks,s38,redisservice2,s37,200,t5
2021-07-04 04:18:08,request call function 1 dbservice2.db_login_methods,s43,dbservice2,s38,500,t5
2021-07-04 04:18:08,request call function 1 webservice2.web_login_service,,webservice2,s39,500,t5
2021-07-04 04:18:08,request call function 1 redisservice2.set_key_value_into_redis,s41,redisservice2,s40,200,t5
2021-07-04 04:18:08,request call function 1 mobservice1.mob_info_to_redis,s39,mobservice1,s41,200,t5
2021-07-04 04:18:08,request call function 1 logservice2.login_query_redis_info,s39,logservice2,s42,500,t5
2021-07-04 04:18:08,request call function 1 logservice1.login_model_implement,s42,logservice1,s43,500,t5
2021-07-04 04:18:08,request call function 1 redisservice2.get_key_value_from_redis,s42,redisservice2,s44,200,t5
2021-07-04 04:18:15,request call function 1 redisservice1.get_key_value_from_redis,s122,redisservice1,s110,400,t13
2021-07-04 04:18:15,request call function 1 redisservice2.get_key_value_from_redis,s119,redisservice2,s112,400,t13
2021-07-04 04:18:15,request call function 1 webservice2.web_login_service,,webservice2,s116,500,t13
2021-07-04 04:18:15,request call function 1 mobservice1.mob_info_to_redis,s116,mobservice1,s119,500,t13
2021-07-04 04:18:15,request call function 1 logservice1.login_query_redis_info,s116,logservice1,s122,500,t13
