beijing_time,message,parent_id,service_name,span_id,status_code,trace_id
2021-07-04 12:00:01,request call function 1 logservice2.login_query_redis_info,s3,logservice2,s1,200,t1
2021-07-04 12:00:01,request call function 1 webservice1.web_login_service,,webservice1,s2,500,t2
2021-07-04 12:00:01,request call function 1 webservice1.web_login_service,,webservice1,s3,200,t1
2021-07-04 12:00:01,request call function 1 redisservice2.set_key_value_into_redis,s2,redisservice2,s4,200,t2
2021-07-04 12:00:01,request call function 1 redisservice2.set_key_value_into_redis,s20,redisservice2,s5,200,t3
2021-07-04 12:00:01,request call function 1 logservice1.login_model_implement,s1,logservice1,s6,200,t1
2021-07-04 12:00:01,request call function 1 redisservice1.keys_existence_checks,s9,redisservice1,s7,200,t1
2021-07-04 12:00:01,request call function 1 redisservice1.get_key_value_from_redis,s1,redisservice1,s8,200,t1
2021-07-04 12:00:01,request call function 1 dbservice1.db_login_methods,s6,dbservice1,s9,200,t1
2021-07-04 12:00:02,request call function 1 webservice1.web_login_service,,webservice1,s13,500,t5
2021-07-04 12:00:02,request call function 1 redisservice1.set_key_value_into_redis,s13,redisservice1,s14,200,t5
2021-07-04 12:00:02,request call function 1 webservice1.web_login_service,,webservice1,s20,500,t3
2021-07-04 12:00:03,request call function 1 redisservice2.set_key_value_into_redis,s36,redisservice2,s30,200,t7
2021-07-04 12:00:03,request call function 1 redisservice1.set_key_value_into_redis,s35,redisservice1,s32,200,t9
2021-07-04 12:00:03,request call function 1 webservice1.web_login_service,,webservice1,s35,500,t9
2021-07-04 12:00:03,request call function 1 webservice1.web_login_service,,webservice1,s36,500,t7
2021-07-04 12:00:05,request call function 1 redisservice2.set_key_value_into_redis,s56,redisservice2,s48,200,t11
2021-07-04 12:00:05,request call function 1 redisservice2.set_key_value_into_redis,s67,redisservice2,s50,200,t12
2021-07-04 12:00:05,request call function 1 redisservice2.set_key_value_into_redis,s57,redisservice2,s51,200,t13
2021-07-04 12:00:05,request call function 1 webservice1.web_login_service,,webservice1,s56,500,t11
2021-07-04 12:00:05,request call function 1 webservice1.web_login_service,,webservice1,s57,500,t13
2021-07-04 12:00:06,request call function 1 redisservice1.get_key_value_from_redis,s73,redisservice1,s62,200,t14
2021-07-04 12:00:06,request call function 1 mobservice2.mob_info_to_redis,s84,mobservice2,s63,200,t14
2021-07-04 12:00:06,request call function 1 redisservice1.set_key_value_into_redis,s63,redisservice1,s64,200,t14
2021-07-04 12:00:06,request call function 1 redisservice1.get_key_value_from_redis,s63,redisservice1,s65,300,t14
2021-07-04 12:00:06,request call function 1 redisservice1.set_key_value_into_redis,s84,redisservice1,s66,200,t14
2021-07-04 12:00:06,request call function 1 webservice1.web_login_service,,webservice1,s67,500,t12
2021-07-04 12:00:06,request call function 1 redisservice2.keys_existence_checks,s86,redisservice2,s68,200,t14
2021-07-04 12:00:07,request call function 1 logservice2.login_model_implement,s73,logservice2,s71,500,t14
2021-07-04 12:00:07,request call function 1 logservice1.login_query_redis_info,s84,logservice1,s73,500,t14
2021-07-04 12:00:07,request call function 1 redisservice1.set_key_value_into_redis,s83,redisservice1,s77,200,t17
2021-07-04 12:00:07,request call function 1 webservice1.web_login_service,,webservice1,s83,500,t17
2021-07-04 12:00:07,request call function 1 webservice2.web_login_service,,webservice2,s84,500,t14
2021-07-04 12:00:07,request call function 1 dbservice2.db_login_methods,s71,dbservice2,s86,500,t14
2021-07-04 12:00:10,request call function 1 webservice1.web_login_service,,webservice1,s118,500,t22
2021-07-04 12:00:10,request call function 1 webservice1.web_login_service,,webservice1,s119,500,t23
2021-07-04 12:00:10,request call function 1 webservice1.web_login_service,,webservice1,s120,500,t24
2021-07-04 12:00:10,request call function 1 redisservice1.set_key_value_into_redis,s119,redisservice1,s122,200,t23
2021-07-04 12:00:10,request call function 1 redisservice1.set_key_value_into_redis,s120,redisservice1,s124,200,t24
2021-07-04 12:00:10,request call function 1 redisservice2.set_key_value_into_redis,s118,redisservice2,s127,200,t22
2021-07-04 12:00:11,request call function 1 redisservice2.set_key_value_into_redis,s145,redisservice2,s136,200,t25
2021-07-04 12:00:12,request call function 1 webservice1.web_login_service,,webservice1,s145,500,t25
2021-07-04 12:00:13,request call function 1 webservice1.web_login_service,,webservice1,s153,500,t27
2021-07-04 12:00:13,request call function 1 redisservice1.set_key_value_into_redis,s153,redisservice1,s154,200,t27
2021-07-04 12:00:15,request call function 1 webservice1.web_login_service,,webservice1,s176,500,t31
2021-07-04 12:00:15,request call function 1 redisservice1.set_key_value_into_redis,s176,redisservice1,s177,200,t31
2021-07-04 12:00:16,request call function 1 redisservice1.set_key_value_into_redis,s192,redisservice1,s187,200,t32
2021-07-04 12:00:16,request call function 1 redisservice1.set_key_value_into_redis,s191,redisservice1,s188,200,t33
2021-07-04 12:00:16,request call function 1 redisservice1.set_key_value_into_redis,s193,redisservice1,s189,200,t34
2021-07-04 12:00:16,request call function 1 redisservice1.set_key_value_into_redis,s209,redisservice1,s190,200,t35
2021-07-04 12:00:16,request call function 1 webservice1.web_login_service,,webservice1,s191,500,t33
2021-07-04 12:00:16,request call function 1 webservice1.web_login_service,,webservice1,s192,500,t32
2021-07-04 12:00:16,request call function 1 webservice1.web_login_service,,webservice1,s193,500,t34
2021-07-04 12:00:17,request call function 1 redisservice1.set_key_value_into_redis,s200,redisservice1,s195,200,t35
2021-07-04 12:00:17,request call function 1 redisservice1.get_key_value_from_redis,s200,redisservice1,s197,300,t35
2021-07-04 12:00:17,request call function 1 mobservice1.mob_info_to_redis,s209,mobservice1,s200,200,t35
2021-07-04 12:00:17,request call function 1 redisservice1.get_key_value_from_redis,s204,redisservice1,s201,200,t35
