StartTimeUnixNano,EndTimeUnixNano,Duration,TraceID,SpanID,ParentID,PodName,OperationName
1675087242911000000,1675087244407605663,1496605,t8,s1341,s0,ts-gateway-service,/*
1675087242911635372,1675087244407357705,1495722,t8,s1255,s1341,ts-gateway-service,FilteringWebHandler.handle
1675087242912485715,1675087244407538436,1495052,t8,s1298,s1341,ts-gateway-service,HTTP POST
1675087242915000000,1675087244407196974,1492196,t8,s1249,s1298,ts-preserve-service,/api/v1/preserveservice/preserve
1675087242916184483,1675087244406675408,1490490,t8,s855,s1249,ts-preserve-service,PreserveController.preserve
1675087242917063509,1675087243962094852,1045031,t8,s2082,s855,ts-preserve-service,HTTP GET
1675087243963032516,1675087243979468095,16435,t8,s721,s855,ts-preserve-service,HTTP GET
1675087243981353878,1675087244211789537,230435,t8,s2443,s855,ts-preserve-service,HTTP POST
1675087244213283636,1675087244248366258,35082,t8,s645,s855,ts-preserve-service,HTTP POST
1675087244249609338,1675087244351766927,102157,t8,s2704,s855,ts-preserve-service,HTTP POST
1675087244353334125,1675087244374944935,21610,t8,s2160,s855,ts-preserve-service,HTTP POST
1675087244376007043,1675087244398977232,22970,t8,s2792,s855,ts-preserve-service,HTTP POST
1675087244400089594,1675087244405703209,5613,t8,s2175,s855,ts-preserve-service,HTTP GET
1675087242918000000,1675087242959642095,41642,t8,s2174,s2082,ts-security-service,/api/v1/securityservice/securityConfigs/{accountId}
1675087242918965495,1675087242959208075,40242,t8,s2052,s2174,ts-security-service,SecurityController.check
1675087242919751802,1675087242937674899,17923,t8,s1134,s2052,ts-security-service,HTTP GET
1675087242938584230,1675087242955801199,17216,t8,s2911,s2052,ts-security-service,HTTP GET
1675087242921000000,1675087242937519954,16519,t8,s733,s1134,ts-order-service,/api/v1/orderservice/order/security/{checkDate}/{accountId}
1675087244037000000,1675087244053597682,16597,t8,s1091,s1487,ts-order-service,/api/v1/orderservice/order/tickets
1675087244077000000,1675087244092378914,15378,t8,s1947,s1235,ts-order-service,/api/v1/orderservice/order/tickets
1675087244257000000,1675087244277762107,20762,t8,s1765,s2205,ts-order-service,/api/v1/orderservice/order/tickets
1675087244354000000,1675087244374365352,20365,t8,s1748,s2160,ts-order-service,/api/v1/orderservice/order
1675087242921488768,1675087242937199097,15710,t8,s675,s733,ts-order-service,OrderController.securityInfoCheck
1675087244037546596,1675087244053253847,15707,t8,s1749,s1091,ts-order-service,OrderController.getTicketListByDateAndTripId
1675087244077327532,1675087244092111341,14783,t8,s35,s1947,ts-order-service,OrderController.getTicketListByDateAndTripId
1675087244257410607,1675087244277530250,20119,t8,s1888,s1765,ts-order-service,OrderController.getTicketListByDateAndTripId
1675087244354565649,1675087244373970126,19404,t8,s1811,s1748,ts-order-service,OrderController.createNewOrder
1675087242921940415,1675087242935369170,13428,t8,s161,s675,ts-order-service,OrderRepository.findByAccountId
1675087244038194514,1675087244051713823,13519,t8,s1123,s1749,ts-order-service,OrderRepository.findByTravelDateAndTrainNumber
1675087244077845916,1675087244090612832,12766,t8,s322,s35,ts-order-service,OrderRepository.findByTravelDateAndTrainNumber
1675087244257915565,1675087244276147311,18231,t8,s2300,s1888,ts-order-service,OrderRepository.findByTravelDateAndTrainNumber
1675087244355264551,1675087244368347991,13083,t8,s957,s1811,ts-order-service,OrderRepository.findByAccountId
1675087244368402738,1675087244373440660,5037,t8,s1580,s1811,ts-order-service,OrderRepository.save
1675087242921999590,1675087242935350991,13351,t8,s644,s161,ts-order-service,SELECT Order
1675087244038268747,1675087244051696864,13428,t8,s852,s1123,ts-order-service,SELECT Order
1675087244077901446,1675087244090595686,12694,t8,s2073,s322,ts-order-service,SELECT Order
1675087244257976478,1675087244276134018,18157,t8,s1469,s2300,ts-order-service,SELECT Order
1675087244355321315,1675087244368333677,13012,t8,s2483,s957,ts-order-service,SELECT Order
1675087244368912123,1675087244369568320,656,t8,s1648,s1580,ts-order-service,Session.merge order.entity.Order
1675087244369579305,1675087244373426587,3847,t8,s759,s1580,ts-order-service,Transaction.commit
1675087242922070040,1675087242929517016,7446,t8,s2799,s644,ts-order-service,SELECT ts.orders
1675087244038859763,1675087244046256285,7396,t8,s1176,s852,ts-order-service,SELECT ts.orders
1675087244077970290,1675087244085393655,7423,t8,s206,s2073,ts-order-service,SELECT ts.orders
1675087244258597766,1675087244265932344,7334,t8,s1766,s1469,ts-order-service,SELECT ts.orders
1675087244355389889,1675087244362972883,7582,t8,s403,s2483,ts-order-service,SELECT ts.orders
1675087244368996687,1675087244369470111,473,t8,s1962,s1648,ts-order-service,SELECT ts.orders
1675087244370331490,1675087244372660050,2328,t8,s1180,s759,ts-order-service,INSERT ts.orders
1675087242940000000,1675087242955470144,15470,t8,s370,s2911,ts-order-other-service,/api/v1/orderOtherService/orderOther/security/{checkDate}/{accountId}
1675087242940563518,1675087242955162328,14598,t8,s2310,s370,ts-order-other-service,OrderOtherController.securityInfoCheck
1675087242941115482,1675087242953120485,12005,t8,s695,s2310,ts-order-other-service,OrderOtherRepository.findByAccountId
1675087242941193291,1675087242953103511,11910,t8,s1099,s695,ts-order-other-service,SELECT Order
1675087242941302508,1675087242946980714,5678,t8,s757,s1099,ts-order-other-service,SELECT ts.orders_other
1675087242956355020,1675087242957863564,1508,t8,s2781,s2052,ts-security-service,SecurityRepository.findByName
