TimeStamp,Target,CpuAverageLoad,CpuUsageRate(%),CpuUserUsageTime(%),AverageCpuUsagePerCore(%)
1716220812 ,app03,0.52,0.4,0.5,0.01
1716220872 ,app03,0.53,0.26,0.4,0
1716220932 ,app03,0.56,0.29,0.7,0
1716220994 ,app03,0.3,0.36,0.9,0
1716221052 ,app03,0.31,0.28,0.7,0
1716221112 ,app03,0.31,0.48,0.6,0.01
1716221172 ,app03,0.3,0.3,0.6,0
1716221232 ,app03,0.34,0.76,0.9,0.01
1716221294 ,app03,0.55,0.88,1.4,0.01
1716221352 ,app03,0.36,0.25,0.5,0
1716221412 ,app03,0.93,1.11,0.7,0.01
1716221472 ,app03,0.56,0.28,0.6,0
1716221532 ,app03,1.21,2.11,4.6,0.03
1716221594 ,app03,1.13,0.24,0.9,0
1716221652 ,app03,4.31,0.46,5.1,0.01
1716221712 ,app03,3.45,0.34,0.4,0
1716221772 ,app03,1.51,0.43,0.6,0.01
1716221832 ,app03,0.82,0.59,0.7,0.01
1716221894 ,app03,1.3,0.66,0.7,0.01
1716221952 ,app03,0.96,0.21,0.5,0
1716222012 ,app03,0.72,0.35,0.5,0
1716222072 ,app03,0.52,0.23,0.4,0
1716222132 ,app03,0.68,0.25,0.4,0
1716222194 ,app03,0.81,0.34,0.7,0
1716222252 ,app03,0.91,0.25,0.4,0
1716222312 ,app03,0.96,0.36,0.5,0
1716222372 ,app03,1.03,0.36,0.5,0
1716222432 ,app03,1.29,0.49,0.7,0.01
1716222494 ,app03,1.26,0.51,0.7,0.01
1716222552 ,app03,1.18,0.36,0.5,0
1716222612 ,app03,1.12,0.29,0.5,0
1716222673 ,app03,51.63,87.76,86.7,1.1
1716222733 ,app03,72.33,86.94,86.6,1.09
1716222796 ,app03,76.37,86.85,86.3,1.09
1716222853 ,app03,70.88,88.12,86.9,1.1
1716222912 ,app03,38.3,86.57,84.4,1.08
1716222973 ,app03,28.33,86.75,85.4,1.08
1716223032 ,app03,29.41,87.2,86.9,1.09
1716223096 ,app03,35.38,87.27,86.8,1.09
1716223152 ,app03,51.75,88.35,87,1.1
1716223212 ,app03,64.17,88.15,87.1,1.1
1716223271 ,app03,29.2,0.21,0.4,0
1716223331 ,app03,11.27,0.31,0.5,0
1716223394 ,app03,4.85,0.34,0.7,0
1716223451 ,app03,2.59,0.3,0.4,0
1716223511 ,app03,1.38,0.44,0.6,0.01
1716223571 ,app03,1.32,0.31,0.4,0
1716223632 ,app03,1.16,0.48,0.5,0.01
1716223694 ,app03,1.07,0.29,0.8,0
1716223751 ,app03,0.95,0.29,1,0
1716223811 ,app03,0.75,0.5,0.5,0.01
1716223871 ,app03,0.69,0.35,0.4,0
1716223931 ,app03,0.55,0.28,0.4,0
1716223994 ,app03,0.91,0.34,1.1,0
1716224051 ,app03,0.85,0.26,0.4,0
1716224111 ,app03,0.7,0.2,0.4,0
1716224171 ,app03,0.79,0.21,0.4,0
1716224231 ,app03,0.78,0.27,0.5,0
1716224294 ,app03,1,0.99,1.4,0.01
1716224351 ,app03,0.91,0.28,0.4,0
1716224411 ,app03,0.67,0.26,0.6,0
1716224471 ,app03,0.75,0.21,0.4,0
1716224531 ,app03,0.97,0.25,0.7,0
1716224594 ,app03,1.03,0.31,0.8,0
1716224651 ,app03,1.19,0.38,0.5,0
1716224711 ,app03,1.09,0.41,0.4,0.01
1716224771 ,app03,1.09,0.23,0.4,0
1716224831 ,app03,1.46,0.91,0.6,0.01
1716224894 ,app03,1.25,0.35,0.7,0
1716224951 ,app03,1.09,0.4,0.4,0.01
1716225011 ,app03,1.02,0.5,0.4,0.01
1716225071 ,app03,0.99,0.39,0.4,0
1716225131 ,app03,1.14,0.24,0.6,0
1716225193 ,app03,1.41,0.83,0.8,0.01
1716225251 ,app03,4.88,0.4,0.4,0.01
1716225311 ,app03,2.7,0.29,0.8,0
1716225371 ,app03,1.73,0.46,0.9,0.01
1716225431 ,app03,1.36,0.8,0.6,0.01
1716225494 ,app03,1.33,0.54,0.9,0.01
1716225551 ,app03,1.32,0.45,0.5,0.01
1716225611 ,app03,1.36,0.31,0.5,0
1716225671 ,app03,1.17,0.28,0.5,0
1716225731 ,app03,0.96,0.25,0.4,0
1716225793 ,app03,1.23,0.26,0.8,0
1716225851 ,app03,1.03,0.28,0.4,0
1716225911 ,app03,0.91,0.31,0.4,0
1716225971 ,app03,1.08,0.3,0.4,0
1716226031 ,app03,1.06,0.41,1.1,0.01
1716226094 ,app03,1.16,0.3,0.8,0
1716226151 ,app03,1.07,0.36,0.4,0
1716226211 ,app03,0.77,1.11,0.7,0.01
1716226271 ,app03,0.75,0,0,0
1716226331 ,app03,0.75,0.01,0,0
1716226392 ,app03,0.72,0.01,0.6,0
1716226451 ,app03,10.22,68.66,49,0.86
1716226512 ,app03,9.72,5.71,1.9,0.07
1716226572 ,app03,6.02,0.99,1.4,0.01
1716226632 ,app03,4.04,0.73,0.6,0.01
1716226694 ,app03,2.25,1.6,1.4,0.02
1716226752 ,app03,2.08,0.26,0.8,0
1716226812 ,app03,1.8,0.25,0.2,0
1716226872 ,app03,4.47,0.36,0.9,0
1716226932 ,app03,5.41,0.58,2.4,0.01
1716226994 ,app03,3.99,3.88,5.2,0.05
1716227052 ,app03,4.49,4.49,4.5,0.06
1716227112 ,app03,5.04,9.84,4.8,0.12
1716227172 ,app03,7.47,2.75,5.9,0.03
1716227232 ,app03,6.41,3.11,3.5,0.04
1716227294 ,app03,9.7,2.08,6.7,0.03
1716227352 ,app03,10.17,0.93,3.4,0.01
1716227412 ,app03,5.35,0.65,0.5,0.01
1716227472 ,app03,4.91,0.61,2.3,0.01
1716227532 ,app03,2.95,0.63,0.9,0.01
1716227594 ,app03,2.4,1.04,1.4,0.01
1716227652 ,app03,2.46,0.29,0.5,0
1716227712 ,app03,2.73,6.19,0.4,0.08
1716227772 ,app03,2.56,0.29,0.9,0
1716227832 ,app03,2.27,3.73,2.1,0.05
1716227894 ,app03,2.22,0.41,1.2,0.01
1716227952 ,app03,2.07,6.25,0.7,0.08
,,,,,
