TimeStamp,PodName,CpuUsageRate(%),MemoryUsageRate(%),SyscallRead,SyscallWrite,NetworkReceiveBytes,NetworkTransmitBytes,PodClientLatencyP90(s),PodServerLatencyP90(s),PodClientLatencyP95(s),PodServerLatencyP95(s),PodClientLatencyP99(s),PodServerLatencyP99(s),PodWorkload(Ops),PodSuccessRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%),NodeNetworkReceiveBytes
1674986109,ts-assurance-service,0.2056963349516333,20.719921875,0.0,0.0,487.5114860913875,39944.19847965918,0.0046,,0.0048,,0.00496,,0.0,0,7.608327691292038,55.509627140863785,2694830.2333333334
1674986169,ts-assurance-service,0.519201908543342,20.712695312500003,0.0,0.0,451.6013689533636,24628.901261684627,0.0046,,0.0048,,0.00496,,0.0,0,7.07455360920457,57.927794971631776,2696646.3
1674986229,ts-assurance-service,0.3808526254534974,20.7041015625,0.0,0.0,817.8196853569988,24813.382412263007,0.0046,0.0235,0.0048,0.02425,0.00496,0.02485,0.0666666666666666,0,5.737011338642828,57.41238820996607,2698708.1666666665
1674986289,ts-assurance-service,0.3880537877703277,20.70703125,0.0,0.0,581.0352273428342,29956.72157443396,0.019,0.0235,0.0219999999999999,0.02425,0.0244,0.02485,0.0666666666666666,0,6.126766522775617,57.070026631393645,2698683.5
1674986349,ts-assurance-service,0.5921993749407554,20.704296875,0.0,0.0,418.8003147509231,28948.731916954177,0.0046,,0.0048,,0.00496,,0.0,0,7.54812992963223,55.20892004498096,2698184.433333333
1674986409,ts-assurance-service,0.5602016538257297,20.704296875,0.0,0.0,612.8838327783944,22722.6692563818,0.019,0.0475,0.0219999999999999,0.04875,0.0244,0.04975,0.0666666666666666,0,7.265644847158126,56.46213612429816,2698343.7333333334
1674986109,ts-auth-service,0.3027375125208738,22.3662109375,0.0,0.0,350.8606014753168,315.8691129184793,0.0043333333333333,,0.0046666666666666,,0.0049333333333333,,0.0,0,2.6110318193297344,50.26483860981747,36573.36666666667
1674986169,ts-auth-service,1.7086920534201937,22.3251953125,0.0,0.0,1845.5905636478783,43127.7707409753,0.0043333333333333,,0.0046666666666666,,0.0049333333333333,,0.0,0,2.6191877575036937,50.26078912709009,36275.8
1674986229,ts-auth-service,2.3127051699519594,22.3185546875,0.0,0.0,2294.497971602434,36044.751521298174,0.0299999999999999,0.235,0.0399999999999999,0.2424999999999999,0.048,0.2485,0.1333333333333333,0,3.331652802305052,50.29169692597911,33936.066666666666
1674986289,ts-auth-service,2.0634388693035395,22.3185546875,0.0,0.0,2094.9679198260774,57140.03923855983,0.0325,0.235,0.0412499999999999,0.2424999999999999,0.04825,0.2485,0.0666666666666666,0,2.9992438880994787,50.3003325698676,76056.13333333333
1674986349,ts-auth-service,1.40497647840524,22.3169921875,0.0,0.0,1049.2177314211212,29079.802259887005,0.0043333333333333,,0.0046666666666666,,0.0049333333333333,,0.0,0,2.604713691542926,50.30499191445151,29452.4
1674986409,ts-auth-service,4.125475485481579,22.3169921875,0.0,0.0,2901.7888815689453,56513.50529569756,0.0129999999999999,0.235,0.0189999999999999,0.2424999999999999,0.0238,0.2485,0.2,0,3.336835469634347,50.316335344983,39141.16666666666
1674986109,ts-basic-service,1.1633746882847664,20.268359375,0.0,0.0,6961.4051776856695,78806.9579397975,0.0429166666666666,0.7750000000000002,0.1974999999999999,0.8874999999999998,0.7649999999999985,0.9775,0.6666666666666667,0,21.1627615587318,41.96744066343277,5243424.166666667
1674986169,ts-basic-service,1.3509094170291551,20.2939453125,0.0,0.0,9912.717313646106,71385.74660633484,0.0209166666666666,0.07875,0.0246249999999999,0.089375,12.200000000000031,0.0978749999999999,1.4666666666666668,0,12.997633774631566,41.84432163169919,47424.53333333333
1674986229,ts-basic-service,1.390768210555699,20.2939453125,0.0,0.0,10879.075480125057,69664.74988834301,0.0241249999999999,0.0875,0.0429166666666666,0.09375,18.599999999999955,0.09875,0.8666666666666667,0,12.8052832697527,41.68580618327343,121426.23333333334
1674986289,ts-basic-service,2.183657141601554,20.300390625,0.0,0.0,7787.241625089095,101487.08125445474,0.0408333333333332,0.475,0.1918749999999992,0.6749999999999999,15.799999999999915,0.9349999999999996,0.8,0,20.886234547136063,41.92997071440507,5981618.466666667
1674986349,ts-basic-service,1.6255745345601642,20.3259765625,0.0,0.0,3467.390610028745,69703.73682529543,0.0221764705882353,0.0925,0.0300000000000001,0.09625,22.80000000000001,0.09925,0.6666666666666666,0,12.603889627540076,42.03042725743636,47826.566666666666
1674986409,ts-basic-service,0.9559214054126652,20.3380859375,0.0,0.0,6724.951334020382,73646.74224207031,0.1050000000000004,0.45,0.2024999999999999,0.475,22.19999999999995,0.495,0.3999999999999999,0,28.9973013998315,41.569761555978666,12938037.433333334
1674986109,ts-cancel-service,1.6886307901883373,21.4005859375,378.0,548.0,2951.9626681306618,46394.59236892672,0.0471428571428571,0.8500000000000001,0.2749999999999998,0.925,0.455,0.985,0.2,0,13.60133573042469,57.70206267678388,3600969.7
1674986169,ts-cancel-service,0.6580040511781493,21.376953125,104.0,156.0,1226.023150062009,33616.57709797437,0.0046,,0.0048,,0.00496,,0.0,0,8.265405245712676,57.67427734348794,115780.26666666666
1674986229,ts-cancel-service,0.7589608547018585,21.3833984375,196.0,244.0,1386.8146214099218,42394.255874673625,0.04,0.9,0.3249999999999997,0.9499999999999998,0.4650000000000001,0.99,0.2,0,8.856025836953485,57.61431566724441,735189.1333333333
1674986289,ts-cancel-service,0.992954388003896,21.3833984375,128.0,168.0,1476.2276422764228,42571.64227642276,0.0115,0.095,0.0182499999999999,0.0975,0.0236499999999999,0.0995,0.0,0,7.785929349836762,58.96972276872674,112006.4
