StartTimeUnixNano,EndTimeUnixNano,Duration,TraceID,SpanID,ParentID,PodName,OperationName
1674986309307000000,1674986309647134905,340134,t18,s216,s0,ts-gateway-service,/*
1674986309307763900,1674986309646940114,339176,t18,s891,s216,ts-gateway-service,FilteringWebHandler.handle
1674986309309065162,1674986309647095151,338029,t18,s721,s216,ts-gateway-service,HTTP POST
1674986309311000000,1674986309645201956,334201,t18,s501,s721,ts-travel2-service,/api/v1/travel2service/trips/left
1674986309311834983,1674986309644782449,332947,t18,s639,s501,ts-travel2-service,Travel2Controller.queryInfo
1674986309312459027,1674986309316070996,3611,t18,s134,s639,ts-travel2-service,TripRepository.findAll
1674986309314028345,1674986309314942677,914,t18,s1817,s134,ts-travel2-service,SELECT Trip
1674986309314968430,1674986309315749313,780,t18,s833,s134,ts-travel2-service,Transaction.commit
1674986309314141198,1674986309314833680,692,t18,s358,s1817,ts-travel2-service,SELECT ts.trip2
1674986309316614197,1674986309587733862,271119,t18,s281,s639,ts-travel2-service,HTTP POST
1674986309589132003,1674986309625910976,36778,t18,s1503,s639,ts-travel2-service,HTTP POST
1674986309626852103,1674986309643537040,16684,t18,s772,s639,ts-travel2-service,HTTP POST
1674986309318000000,1674986309586829022,268829,t18,s379,s281,ts-basic-service,/api/v1/basicservice/basic/travels
1674986309318508684,1674986309586608401,268099,t18,s246,s379,ts-basic-service,BasicController.queryForTravels
1674986309319505176,1674986309324055562,4550,t18,s1347,s246,ts-basic-service,HTTP POST
1674986309324587678,1674986309332795933,8208,t18,s884,s246,ts-basic-service,HTTP POST
1674986309333901720,1674986309351866381,17964,t18,s1695,s246,ts-basic-service,HTTP POST
1674986309353540876,1674986309584955585,231414,t18,s566,s246,ts-basic-service,HTTP POST
1674986309321000000,1674986309324049871,3049,t18,s1430,s1347,ts-station-service,/api/v1/stationservice/stations/idlist
1674986309321528894,1674986309323884761,2355,t18,s1590,s1430,ts-station-service,StationController.queryForIdBatch
1674986309322158131,1674986309323656179,1498,t18,s1401,s1590,ts-station-service,StationRepository.findByNames
1674986309322392491,1674986309323640473,1247,t18,s62,s1401,ts-station-service,SELECT station
1674986309323036713,1674986309323586865,550,t18,s211,s62,ts-station-service,SELECT ts.station
1674986309326000000,1674986309332329461,6329,t18,s487,s884,ts-train-service,/api/v1/trainservice/trains/byNames
1674986309327159776,1674986309331885207,4725,t18,s175,s487,ts-train-service,TrainController.retrieveByName
1674986309328658416,1674986309331382576,2724,t18,s123,s175,ts-train-service,TrainTypeRepository.findByNames
1674986309328887575,1674986309331347319,2459,t18,s1456,s123,ts-train-service,SELECT train_type
1674986309330184456,1674986309331173702,989,t18,s273,s1456,ts-train-service,SELECT ts.train_type
1674986309336000000,1674986309351775430,15775,t18,s226,s1695,ts-route-service,/api/v1/routeservice/routes/byIds/
1674986309337174023,1674986309351158940,13984,t18,s1020,s226,ts-route-service,RouteController.queryByIds
1674986309338543905,1674986309341374590,2830,t18,s230,s1020,ts-route-service,RouteRepository.findByIds
1674986309338855810,1674986309341333167,2477,t18,s584,s230,ts-route-service,SELECT route
1674986309340212621,1674986309341072473,859,t18,s24,s584,ts-route-service,SELECT ts.route
1674986309341795846,1674986309342661443,865,t18,s1669,s1020,ts-route-service,SELECT ts.route_stations
1674986309342830750,1674986309343630245,799,t18,s564,s1020,ts-route-service,SELECT ts.route_distances
1674986309343780634,1674986309344544658,764,t18,s1277,s1020,ts-route-service,SELECT ts.route_stations
1674986309344722309,1674986309345505329,783,t18,s625,s1020,ts-route-service,SELECT ts.route_distances
1674986309345646161,1674986309346397949,751,t18,s284,s1020,ts-route-service,SELECT ts.route_stations
1674986309346515980,1674986309347282361,766,t18,s49,s1020,ts-route-service,SELECT ts.route_distances
1674986309347429941,1674986309348206159,776,t18,s1188,s1020,ts-route-service,SELECT ts.route_stations
1674986309348316193,1674986309349063236,747,t18,s1604,s1020,ts-route-service,SELECT ts.route_distances
1674986309349169082,1674986309349915124,746,t18,s165,s1020,ts-route-service,SELECT ts.route_stations
1674986309350015795,1674986309350834462,818,t18,s283,s1020,ts-route-service,SELECT ts.route_distances
1674986309580000000,1674986309585360612,5360,t18,s297,s566,ts-price-service,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1674986309580868514,1674986309584932247,4063,t18,s1189,s297,ts-price-service,PriceController.query
1674986309581993134,1674986309584432457,2439,t18,s79,s1189,ts-price-service,PriceConfigRepository.findByRouteIdsAndTrainTypes
1674986309582205162,1674986309584400825,2195,t18,s1497,s79,ts-price-service,SELECT price_config
1674986309583359726,1674986309584216073,856,t18,s693,s1497,ts-price-service,SELECT ts.price_config
