TimeStamp,PodName,CpuUsageRate(%),MemoryUsageRate(%),SyscallRead,SyscallWrite,NetworkReceiveBytes,NetworkTransmitBytes,PodClientLatencyP90(s),PodServerLatencyP90(s),PodClientLatencyP95(s),PodServerLatencyP95(s),PodClientLatencyP99(s),PodServerLatencyP99(s),PodWorkload(Ops),PodSuccessRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%),NodeNetworkReceiveBytes
1675002069,ts-assurance-service,0.4852846068476085,21.1271484375,0.0,0.0,703.6925304694098,29662.543743212256,0.04,0.0235,0.0449999999999999,0.02425,0.049,0.02485,0.0666666666666666,0,7.825203252009761,56.41925506673549,2786175.3
1675002129,ts-assurance-service,0.6526855582671952,21.13359375,0.0,0.0,1061.0052695581678,33748.20970139171,0.0175,0.0235,0.02125,0.02425,0.0242499999999999,0.02485,0.1333333333333333,0,7.126553385743096,58.6312601928372,2786120.933333333
1675002189,ts-assurance-service,0.3568468006021346,21.16796875,0.0,0.0,844.1230959242487,25744.85384932071,0.0038,,0.0043999999999999,,0.00488,,0.0,0,6.106741097842128,58.40115474664851,2797712.433333333
1675002249,ts-assurance-service,0.2862073297474783,21.144140625,0.0,0.0,689.6440823327616,26209.048027444256,0.0046,0.0235,0.0047999999999999,0.02425,0.00496,0.02485,0.0,0,6.491525423711364,57.189495024031054,2797024.333333333
1675002309,ts-assurance-service,0.1837811895247947,21.1505859375,0.0,0.0,488.57875588954494,28570.823641677103,0.0046,0.045,0.0047999999999999,0.0475,0.00496,0.0495,0.1333333333333333,0,7.790008467387555,56.17757075374497,2797428.6333333333
1675002369,ts-assurance-service,0.519558366880947,21.15703125,0.0,0.0,850.9117792015771,40012.15705602103,0.0044666666666666,0.0235,0.0047333333333333,0.02425,0.0049466666666666,0.02485,0.0,0,7.828368314149115,58.91297990968484,2797474.7
1675002069,ts-auth-service,1.0145007199999632,23.3705078125,0.0,0.0,2537.237947630312,49873.72542621747,0.035,0.235,0.0424999999999999,0.2424999999999999,0.0485,0.2485,0.0666666666666666,0,2.9675957018212795,51.081199690970806,94699.8
1675002129,ts-auth-service,1.0388423890815646,23.3705078125,0.0,0.0,1949.731849835908,47923.87737132794,0.0043599999999999,0.235,0.00468,0.2424999999999999,0.004936,0.2485,0.1333333333333333,0,3.047091412726388,51.11240022355096,115620.86666666668
1675002189,ts-auth-service,0.9759775041445108,23.3705078125,0.0,0.0,1964.1877476379152,46265.01066747942,0.0043,0.235,0.00465,0.2424999999999999,0.0049299999999999,0.2485,0.1333333333333333,0,2.8601427971334137,51.05924466413566,84275.03333333334
1675002249,ts-auth-service,1.4057896911672494,23.376953125,0.0,0.0,2468.6382065347007,49259.5595834327,26.000000000000007,0.475,2519.999999999999,0.4875,3384.0,0.4975,0.0666666666666666,0,9.315229728007546,51.16806841381517,66362.53333333334
1675002309,ts-auth-service,1.2217532521574808,23.38984375,0.0,0.0,1171.1271088640983,32707.86393361544,0.0041999999999999,,0.0046,,0.00492,,0.0,0,9.13746065057125,51.12445109383603,72270.2
