StartTimeUnixNano,EndTimeUnixNano,Duration,TraceID,SpanID,ParentID,PodName,OperationName
1674989436103000000,1674989436456230039,353230,t16,s63,s0,ts-gateway-service,/*
1674989436103961750,1674989436455953906,351992,t16,s2112,s63,ts-gateway-service,FilteringWebHandler.handle
1674989436104995750,1674989436456140177,351144,t16,s582,s63,ts-gateway-service,HTTP POST
1674989436108000000,1674989436454112165,346112,t16,s635,s582,ts-travel2-service,/api/v1/travel2service/trips/left
1674989436109456518,1674989436453636162,344179,t16,s784,s635,ts-travel2-service,Travel2Controller.queryInfo
1674989436110419111,1674989436114187807,3768,t16,s478,s784,ts-travel2-service,TripRepository.findAll
1674989436112144986,1674989436113162215,1017,t16,s531,s478,ts-travel2-service,SELECT Trip
1674989436113211863,1674989436113859472,647,t16,s974,s478,ts-travel2-service,Transaction.commit
1674989436112382615,1674989436112990879,608,t16,s1631,s531,ts-travel2-service,SELECT ts.trip2
1674989436114877252,1674989436193063328,78186,t16,s610,s784,ts-travel2-service,HTTP POST
1674989436194757100,1674989436438564832,243807,t16,s1009,s784,ts-travel2-service,HTTP POST
1674989436439547681,1674989436452362353,12814,t16,s463,s784,ts-travel2-service,HTTP POST
1674989436118000000,1674989436192343084,74343,t16,s2058,s610,ts-basic-service,/api/v1/basicservice/basic/travels
1674989436118534126,1674989436192147643,73613,t16,s722,s2058,ts-basic-service,BasicController.queryForTravels
1674989436119659728,1674989436125215254,5555,t16,s2211,s722,ts-basic-service,HTTP POST
1674989436125729731,1674989436140078854,14349,t16,s78,s722,ts-basic-service,HTTP POST
1674989436140971516,1674989436180806669,39835,t16,s2694,s722,ts-basic-service,HTTP POST
1674989436182195818,1674989436190953752,8757,t16,s2482,s722,ts-basic-service,HTTP POST
1674989436122000000,1674989436125204742,3204,t16,s1767,s2211,ts-station-service,/api/v1/stationservice/stations/idlist
1674989436122619623,1674989436125021892,2402,t16,s807,s1767,ts-station-service,StationController.queryForIdBatch
1674989436123297495,1674989436124753799,1456,t16,s1296,s807,ts-station-service,StationRepository.findByNames
1674989436123410465,1674989436124738496,1328,t16,s1762,s1296,ts-station-service,SELECT station
1674989436124087187,1674989436124676257,589,t16,s1988,s1762,ts-station-service,SELECT ts.station
1674989436131000000,1674989436137553372,6553,t16,s2340,s78,ts-train-service,/api/v1/trainservice/trains/byNames
1674989436132312733,1674989436137094795,4782,t16,s2597,s2340,ts-train-service,TrainController.retrieveByName
1674989436133744925,1674989436136438613,2693,t16,s736,s2597,ts-train-service,TrainTypeRepository.findByNames
1674989436134013145,1674989436136410096,2396,t16,s1480,s736,ts-train-service,SELECT train_type
1674989436135197168,1674989436136214856,1017,t16,s1496,s1480,ts-train-service,SELECT ts.train_type
1674989436163000000,1674989436179880203,16880,t16,s856,s2694,ts-route-service,/api/v1/routeservice/routes/byIds/
1674989436164157032,1674989436179387362,15230,t16,s2082,s856,ts-route-service,RouteController.queryByIds
1674989436165434650,1674989436168666038,3231,t16,s978,s2082,ts-route-service,RouteRepository.findByIds
1674989436165677419,1674989436168640542,2963,t16,s1998,s978,ts-route-service,SELECT route
1674989436167159370,1674989436168365650,1206,t16,s1749,s1998,ts-route-service,SELECT ts.route
1674989436169043720,1674989436170285982,1242,t16,s2411,s2082,ts-route-service,SELECT ts.route_stations
1674989436170506070,1674989436171416932,910,t16,s385,s2082,ts-route-service,SELECT ts.route_distances
1674989436171605059,1674989436172576785,971,t16,s1725,s2082,ts-route-service,SELECT ts.route_stations
1674989436172784403,1674989436173866809,1082,t16,s783,s2082,ts-route-service,SELECT ts.route_distances
1674989436173977786,1674989436174714592,736,t16,s2615,s2082,ts-route-service,SELECT ts.route_stations
1674989436174815831,1674989436176013901,1198,t16,s1707,s2082,ts-route-service,SELECT ts.route_distances
1674989436176135816,1674989436176800832,665,t16,s497,s2082,ts-route-service,SELECT ts.route_stations
1674989436176878660,1674989436177535911,657,t16,s2521,s2082,ts-route-service,SELECT ts.route_distances
1674989436177615512,1674989436178271143,655,t16,s2039,s2082,ts-route-service,SELECT ts.route_stations
1674989436178347553,1674989436179026902,679,t16,s2191,s2082,ts-route-service,SELECT ts.route_distances
1674989436185000000,1674989436190528971,5528,t16,s1205,s2482,ts-price-service,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1674989436186065214,1674989436190113762,4048,t16,s773,s1205,ts-price-service,PriceController.query
1674989436187300191,1674989436189564378,2264,t16,s2031,s773,ts-price-service,PriceConfigRepository.findByRouteIdsAndTrainTypes
1674989436187555160,1674989436189517372,1962,t16,s1217,s2031,ts-price-service,SELECT price_config
1674989436188614656,1674989436189367694,753,t16,s1632,s1217,ts-price-service,SELECT ts.price_config
1674989436417000000,1674989436437442154,20442,t16,s2047,s1009,ts-seat-service,/api/v1/seatservice/seats/left_tickets
1674989436441000000,1674989436451701206,10701,t16,s209,s463,ts-seat-service,/api/v1/seatservice/seats/left_tickets
1674989436417728882,1674989436437164644,19435,t16,s1449,s2047,ts-seat-service,SeatController.getLeftTicketOfInterval
1674989436441470118,1674989436451526783,10056,t16,s40,s209,ts-seat-service,SeatController.getLeftTicketOfInterval
1674989436419810272,1674989436428216694,8406,t16,s307,s1449,ts-seat-service,HTTP POST
1674989436429355886,1674989436436035342,6679,t16,s436,s1449,ts-seat-service,HTTP GET
1674989436443088235,1674989436446789495,3701,t16,s2294,s40,ts-seat-service,HTTP POST
1674989436447559489,1674989436450690677,3131,t16,s208,s40,ts-seat-service,HTTP GET
1674989436424000000,1674989436426961040,2961,t16,s788,s307,ts-order-other-service,/api/v1/orderOtherService/orderOther/tickets
1674989436444000000,1674989436445886006,1886,t16,s2548,s2294,ts-order-other-service,/api/v1/orderOtherService/orderOther/tickets
1674989436424480649,1674989436426790655,2310,t16,s1462,s788,ts-order-other-service,OrderOtherController.getTicketListByDateAndTripId
1674989436444233828,1674989436445783152,1549,t16,s651,s2548,ts-order-other-service,OrderOtherController.getTicketListByDateAndTripId
1674989436424992169,1674989436426367142,1374,t16,s1723,s1462,ts-order-other-service,OrderOtherRepository.findByTravelDateAndTrainNumber
1674989436444515736,1674989436445461018,945,t16,s2526,s651,ts-order-other-service,OrderOtherRepository.findByTravelDateAndTrainNumber
1674989436425058942,1674989436426359801,1300,t16,s2187,s1723,ts-order-other-service,SELECT Order
1674989436444550639,1674989436445455841,905,t16,s1446,s2526,ts-order-other-service,SELECT Order
1674989436425742429,1674989436426343320,600,t16,s1901,s2187,ts-order-other-service,SELECT ts.orders_other
1674989436444961723,1674989436445445847,484,t16,s2671,s1446,ts-order-other-service,SELECT ts.orders_other
1674989436432000000,1674989436434848375,2848,t16,s880,s436,ts-config-service,/api/v1/configservice/configs/{configName}
1674989436448000000,1674989436449327634,1327,t16,s2498,s208,ts-config-service,/api/v1/configservice/configs/{configName}
1674989436432548929,1674989436434697483,2148,t16,s758,s880,ts-config-service,ConfigController.retrieve
1674989436448228979,1674989436449242459,1013,t16,s1464,s2498,ts-config-service,ConfigController.retrieve
1674989436433135924,1674989436434174053,1038,t16,s1206,s758,ts-config-service,ConfigRepository.findByName
1674989436448452514,1674989436448921449,468,t16,s162,s1464,ts-config-service,ConfigRepository.findByName
1674989436433234574,1674989436434170113,935,t16,s1776,s1206,ts-config-service,SELECT Config
1674989436448492079,1674989436448919126,427,t16,s893,s162,ts-config-service,SELECT Config
1674989436433749076,1674989436434116206,367,t16,s538,s1776,ts-config-service,SELECT ts.config
1674989436448523245,1674989436448892483,369,t16,s1401,s893,ts-config-service,SELECT ts.config
1674989425003000000,1674989425303050090,300050,t33,s1733,s0,ts-gateway-service,/*
1674989425003502558,1674989425302858018,299355,t33,s2113,s1733,ts-gateway-service,FilteringWebHandler.handle
1674989425004274380,1674989425303023862,298749,t33,s415,s1733,ts-gateway-service,HTTP POST
1674989425006000000,1674989425300245020,294245,t33,s1316,s415,ts-preserve-other-service,/api/v1/preserveotherservice/preserveOther
1674989425007843543,1674989425295583359,287739,t33,s987,s1316,ts-preserve-other-service,PreserveOtherController.preserve
1674989425299424158,1674989425300015470,591,t33,s309,s1316,ts-preserve-other-service,BasicErrorController.error
1674989425009415385,1674989425048624517,39209,t33,s2174,s987,ts-preserve-other-service,HTTP GET
1674989425049761377,1674989425064013009,14251,t33,s248,s987,ts-preserve-other-service,HTTP GET
1674989425065582891,1674989425294359999,228777,t33,s823,s987,ts-preserve-other-service,HTTP POST
1674989425013000000,1674989425049508099,36508,t33,s746,s2174,ts-security-service,/api/v1/securityservice/securityConfigs/{accountId}
1674989425014783113,1674989425048949691,34166,t33,s1597,s746,ts-security-service,SecurityController.check
1674989425015950997,1674989425032838555,16887,t33,s1880,s1597,ts-security-service,HTTP GET
1674989425033543549,1674989425044916602,11373,t33,s2634,s1597,ts-security-service,HTTP GET
1674989425018000000,1674989425031867257,13867,t33,s2696,s1880,ts-order-service,/api/v1/orderservice/order/security/{checkDate}/{accountId}
1674989425018426471,1674989425031577879,13151,t33,s2642,s2696,ts-order-service,OrderController.securityInfoCheck
1674989425018735795,1674989425029957497,11221,t33,s2257,s2642,ts-order-service,OrderRepository.findByAccountId
1674989425018778282,1674989425029942740,11164,t33,s1131,s2257,ts-order-service,SELECT Order
1674989425019285821,1674989425025096805,5810,t33,s2051,s1131,ts-order-service,SELECT ts.orders
1674989425036000000,1674989425044855098,8855,t33,s1547,s2634,ts-order-other-service,/api/v1/orderOtherService/orderOther/security/{checkDate}/{accountId}
1674989425121000000,1674989425129785479,8785,t33,s962,s1391,ts-order-other-service,/api/v1/orderOtherService/orderOther/tickets
1674989425147000000,1674989425155123318,8123,t33,s85,s953,ts-order-other-service,/api/v1/orderOtherService/orderOther/tickets
1674989425036539500,1674989425044506770,7967,t33,s1709,s1547,ts-order-other-service,OrderOtherController.securityInfoCheck
1674989425121406557,1674989425129500683,8094,t33,s348,s962,ts-order-other-service,OrderOtherController.getTicketListByDateAndTripId
1674989425147258206,1674989425154923993,7665,t33,s272,s85,ts-order-other-service,OrderOtherController.getTicketListByDateAndTripId
1674989425037010677,1674989425043439082,6428,t33,s2292,s1709,ts-order-other-service,OrderOtherRepository.findByAccountId
1674989425121894830,1674989425128304027,6409,t33,s965,s348,ts-order-other-service,OrderOtherRepository.findByTravelDateAndTrainNumber
1674989425147588025,1674989425154066287,6478,t33,s1836,s272,ts-order-other-service,OrderOtherRepository.findByTravelDateAndTrainNumber
