Unnamed: 0,date,timestamp,cmdb_id,kpi_name,value,beijing_time
80362,2021-07-04,1625333665.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:25
229229,2021-07-04,1625333665.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:25
47925,2021-07-04,1625333671.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:31
264791,2021-07-04,1625333671.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:31
372243,2021-07-04,1625333680.0,0.0.0.1.redisservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:40
298203,2021-07-04,1625333680.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:40
198492,2021-07-04,1625333680.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:40
80363,2021-07-04,1625333695.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:55
229230,2021-07-04,1625333695.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:34:55
47926,2021-07-04,1625333701.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:01
264792,2021-07-04,1625333701.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:01
372244,2021-07-04,1625333710.0,0.0.0.1.redisservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:10
298204,2021-07-04,1625333710.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:10
198493,2021-07-04,1625333710.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:10
80364,2021-07-04,1625333725.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:25
229231,2021-07-04,1625333725.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:25
47927,2021-07-04,1625333731.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:31
264793,2021-07-04,1625333731.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:31
372245,2021-07-04,1625333740.0,0.0.0.1.redisservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:40
298205,2021-07-04,1625333740.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:40
198494,2021-07-04,1625333740.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:40
229232,2021-07-04,1625333755.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:55
80365,2021-07-04,1625333755.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:35:55
47928,2021-07-04,1625333761.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:01
264794,2021-07-04,1625333761.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:01
198495,2021-07-04,1625333770.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:10
298206,2021-07-04,1625333770.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:10
372246,2021-07-04,1625333770.0,0.0.0.1.redisservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:10
80366,2021-07-04,1625333785.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:25
229233,2021-07-04,1625333785.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:25
264795,2021-07-04,1625333791.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:31
47929,2021-07-04,1625333791.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:31
298207,2021-07-04,1625333800.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:40
198496,2021-07-04,1625333800.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:40
372247,2021-07-04,1625333800.0,0.0.0.1.redisservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:40
229234,2021-07-04,1625333815.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:55
80367,2021-07-04,1625333815.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:36:55
47930,2021-07-04,1625333821.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:01
264796,2021-07-04,1625333821.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:01
372248,2021-07-04,1625333830.0,0.0.0.1.redisservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:10
298208,2021-07-04,1625333830.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:10
198497,2021-07-04,1625333830.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:10
229235,2021-07-04,1625333845.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:25
80368,2021-07-04,1625333845.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:25
264797,2021-07-04,1625333851.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:31
47931,2021-07-04,1625333851.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:31
198498,2021-07-04,1625333860.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:40
298209,2021-07-04,1625333860.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:40
372249,2021-07-04,1625333860.0,0.0.0.1.redisservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:40
229236,2021-07-04,1625333875.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:55
80369,2021-07-04,1625333875.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:37:55
264798,2021-07-04,1625333881.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:01
47932,2021-07-04,1625333881.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:01
198499,2021-07-04,1625333890.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:10
372250,2021-07-04,1625333890.0,0.0.0.1.redisservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:10
298210,2021-07-04,1625333890.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:10
80370,2021-07-04,1625333905.0,0.0.0.3.webservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:25
229237,2021-07-04,1625333905.0,0.0.0.3.logservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:25
47933,2021-07-04,1625333911.0,0.0.0.4.mobservice2,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:31
264799,2021-07-04,1625333911.0,0.0.0.4.dbservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:31
198500,2021-07-04,1625333920.0,0.0.0.1.webservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:40
298211,2021-07-04,1625333920.0,0.0.0.1.mobservice1,docker_cpu_core_16_pct,0.0,2021-07-04 01:38:40
