timestamp,log_level,service_name,trace_id,message
"2021-07-04 04:23:06,125",WARNING,redisservice2,t12,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:23:06,824",WARNING,redisservice1,t14,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:23:06,668",ERROR,dbservice1,t12,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 04:23:06,681",ERROR,webservice2,t12,an error occurred in the downstream service
"2021-07-04 04:23:07,414",ERROR,webservice1,t14,an error occurred in the downstream service
"2021-07-04 04:23:07,409",ERROR,dbservice1,t14,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 04:23:21,665",ERROR,webservice1,t19,an error occurred in the downstream service
"2021-07-04 04:23:21,665",ERROR,logservice2,t19,"get information failed, fail code: 400"
"2021-07-04 04:23:21,565",ERROR,mobservice2,t19,"uuid:7c18077c-dc3c-11eb-804c-0242ac110003 information has expired, mobile phone login is invalid"
"2021-07-04 04:23:21,551",ERROR,redisservice1,t19,"二维码已过期， 请刷新重新扫描, status_code: 400"
"2021-07-04 04:23:21,654",ERROR,redisservice1,t19,"二维码已过期， 请刷新重新扫描, status_code: 400"
"2021-07-04 04:23:22,978",WARNING,redisservice2,t25,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:23:23,577",ERROR,dbservice2,t25,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 04:23:23,593",ERROR,webservice2,t25,an error occurred in the downstream service
"2021-07-04 04:23:31,696",WARNING,redisservice1,t37,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:23:32,259",ERROR,dbservice1,t37,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 04:23:32,264",ERROR,webservice1,t37,an error occurred in the downstream service
"2021-07-04 04:23:43,669",WARNING,redisservice2,t54,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:23:44,284",ERROR,webservice1,t54,an error occurred in the downstream service
"2021-07-04 04:23:44,278",ERROR,dbservice2,t54,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 04:23:48,800",ERROR,dbservice1,t61,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 04:23:48,182",WARNING,redisservice2,t61,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:23:48,812",ERROR,webservice2,t61,an error occurred in the downstream service
"2021-07-04 04:23:54,843",WARNING,redisservice2,t69,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:23:55,487",ERROR,webservice1,t69,an error occurred in the downstream service
"2021-07-04 04:23:55,485",ERROR,dbservice1,t69,"(pymysql.err.OperationalError) (1065, 'Query was empty')(Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 04:24:05,578",WARNING,redisservice1,t84,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:24:06,163",ERROR,dbservice2,t84,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 04:24:06,034",WARNING,redisservice1,t85,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:24:06,185",ERROR,webservice2,t84,an error occurred in the downstream service
"2021-07-04 04:24:06,629",ERROR,webservice2,t85,an error occurred in the downstream service
"2021-07-04 04:24:14,844",ERROR,webservice2,t97,an error occurred in the downstream service
"2021-07-04 04:24:14,383",WARNING,redisservice2,t96,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:24:14,291",WARNING,redisservice1,t97,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:24:14,979",ERROR,webservice1,t96,an error occurred in the downstream service
"2021-07-04 04:24:14,965",ERROR,dbservice2,t96,"(pymysql.err.OperationalError) (1054, ""Unknown column 'system_data_time' in 'field list'"")[SQL: select service_name, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from `metric_table_2021-05`](Background on this error at: http://sqlalche.me/e/14/e3q8)"
"2021-07-04 04:24:21,542",WARNING,redisservice2,t107,"用户未扫描，请等待！, status_code: 300"
"2021-07-04 04:24:22,101",ERROR,dbservice2,t107,"(pymysql.err.ProgrammingError) (1146, ""Table 'cloudwise_micross.system_metric_datas' doesn't exist"")[SQL: select service_names, system_data_time, system_cpu_utilization, system_memory_usage,system_disk_usage, disk_io_read_count, disk_io_write_count,system_network, network_io_read_count, network_io_write_count from system_metric_datas](Background on this error at: http://sqlalche.me/e/14/f405)"
"2021-07-04 04:24:22,123",ERROR,webservice2,t107,an error occurred in the downstream service
