StartTimeUnixNano,EndTimeUnixNano,Duration,TraceID,SpanID,ParentID,PodName,OperationName
1674987989533000000,1674987989551483835,18483,t12,s1097,s0,ts-gateway-service,/*
1674987989533610395,1674987989551342689,17732,t12,s741,s1097,ts-gateway-service,FilteringWebHandler.handle
1674987989534623392,1674987989551462107,16838,t12,s1120,s1097,ts-gateway-service,HTTP GET
1674987989537000000,1674987989550057446,13057,t12,s647,s1120,ts-execute-service,/api/v1/executeservice/execute/execute/{orderId}
1674987989538388729,1674987989549664489,11275,t12,s591,s647,ts-execute-service,ExecuteControlller.executeTicket
1674987989539377900,1674987989548729776,9351,t12,s72,s591,ts-execute-service,HTTP GET
1674987989543000000,1674987989548897766,5897,t12,s77,s72,ts-order-service,/api/v1/orderservice/order/{orderId}
1674987989543492594,1674987989548749162,5256,t12,s418,s77,ts-order-service,OrderController.getOrderById
1674987989543916219,1674987989548303873,4387,t12,s880,s418,ts-order-service,OrderRepository.findById
1674987989545763747,1674987989547312382,1548,t12,s198,s880,ts-order-service,Session.find order.entity.Order
1674987989547325731,1674987989547994626,668,t12,s796,s880,ts-order-service,Transaction.commit
1674987989545881134,1674987989547195009,1313,t12,s1076,s198,ts-order-service,SELECT ts.orders
1674987995468000000,1674987995631495450,163495,t7,s468,s0,ts-gateway-service,/*
1674987995468785339,1674987995631307935,162522,t7,s1117,s468,ts-gateway-service,FilteringWebHandler.handle
1674987995469852383,1674987995631464662,161612,t7,s1107,s468,ts-gateway-service,HTTP POST
1674987995471000000,1674987995628750763,157750,t7,s848,s1107,ts-travel-service,/api/v1/travelservice/trips/left
1674987995471844692,1674987995563709776,91865,t7,s1047,s848,ts-travel-service,TravelController.queryInfo
1674987995472477111,1674987995474481908,2004,t7,s897,s1047,ts-travel-service,TripRepository.findAll
1674987995473385285,1674987995473973347,588,t7,s661,s897,ts-travel-service,SELECT Trip
1674987995473997562,1674987995474324012,326,t7,s1094,s897,ts-travel-service,Transaction.commit
1674987995473506173,1674987995473856754,350,t7,s693,s661,ts-travel-service,SELECT ts.trip
1674987995475270706,1674987995562336071,87065,t7,s59,s1047,ts-travel-service,HTTP POST
1674987995478000000,1674987995561802168,83802,t7,s952,s59,ts-basic-service,/api/v1/basicservice/basic/travels
1674987995478597751,1674987995561657818,83060,t7,s932,s952,ts-basic-service,BasicController.queryForTravels
1674987995479808348,1674987995486009802,6201,t7,s858,s932,ts-basic-service,HTTP POST
1674987995486725944,1674987995495099022,8373,t7,s138,s932,ts-basic-service,HTTP POST
1674987995495947693,1674987995532048645,36100,t7,s660,s932,ts-basic-service,HTTP POST
1674987995533586251,1674987995560383411,26797,t7,s32,s932,ts-basic-service,HTTP POST
1674987995482000000,1674987995485605675,3605,t7,s601,s858,ts-station-service,/api/v1/stationservice/stations/idlist
1674987995482554092,1674987995485416325,2862,t7,s12,s601,ts-station-service,StationController.queryForIdBatch
1674987995483160814,1674987995485170770,2009,t7,s524,s12,ts-station-service,StationRepository.findByNames
1674987995483280778,1674987995485157077,1876,t7,s375,s524,ts-station-service,SELECT station
1674987995484082706,1674987995485082460,999,t7,s1121,s375,ts-station-service,SELECT ts.station
1674987995490000000,1674987995495410710,5410,t7,s165,s138,ts-train-service,/api/v1/trainservice/trains/byNames
1674987995490949178,1674987995495017027,4067,t7,s675,s165,ts-train-service,TrainController.retrieveByName
1674987995491993019,1674987995494457249,2464,t7,s1065,s675,ts-train-service,TrainTypeRepository.findByNames
1674987995492249779,1674987995494424678,2174,t7,s729,s1065,ts-train-service,SELECT train_type
1674987995493424701,1674987995494279304,854,t7,s62,s729,ts-train-service,SELECT ts.train_type
1674987995515000000,1674987995531754130,16754,t7,s206,s660,ts-route-service,/api/v1/routeservice/routes/byIds/
1674987995516358872,1674987995531211007,14852,t7,s166,s206,ts-route-service,RouteController.queryByIds
1674987995517866814,1674987995520962736,3095,t7,s542,s166,ts-route-service,RouteRepository.findByIds
1674987995518211138,1674987995520909581,2698,t7,s93,s542,ts-route-service,SELECT route
1674987995519610856,1674987995520609263,998,t7,s631,s93,ts-route-service,SELECT ts.route
1674987995521412776,1674987995522537207,1124,t7,s109,s166,ts-route-service,SELECT ts.route_stations
1674987995522759525,1674987995523819861,1060,t7,s546,s166,ts-route-service,SELECT ts.route_distances
1674987995523989970,1674987995524891349,901,t7,s1086,s166,ts-route-service,SELECT ts.route_stations
1674987995524977222,1674987995525697640,720,t7,s1100,s166,ts-route-service,SELECT ts.route_distances
