beijing_time,message,parent_id,service_name,span_id,status_code,trace_id
2021-07-04 08:00:01,request call function 1 logservice1.login_model_implement,s2,logservice1,s1,200,t1
2021-07-04 08:00:01,request call function 1 logservice2.login_query_redis_info,s8,logservice2,s2,200,t1
2021-07-04 08:00:01,request call function 1 redisservice1.keys_existence_checks,s10,redisservice1,s3,200,t1
2021-07-04 08:00:01,request call function 1 webservice1.web_login_service,,webservice1,s8,200,t1
2021-07-04 08:00:01,request call function 1 dbservice2.db_login_methods,s1,dbservice2,s10,200,t1
2021-07-04 08:00:02,request call function 1 redisservice2.set_key_value_into_redis,s23,redisservice2,s18,200,t4
2021-07-04 08:00:02,request call function 1 webservice2.web_login_service,,webservice2,s22,500,t5
2021-07-04 08:00:02,request call function 1 webservice2.web_login_service,,webservice2,s23,500,t4
2021-07-04 08:00:02,request call function 1 redisservice1.set_key_value_into_redis,s22,redisservice1,s25,200,t5
2021-07-04 08:00:03,request call function 1 redisservice2.set_key_value_into_redis,s31,redisservice2,s26,200,t6
2021-07-04 08:00:03,request call function 1 redisservice1.set_key_value_into_redis,s41,redisservice1,s27,200,t7
2021-07-04 08:00:03,request call function 1 webservice2.web_login_service,,webservice2,s30,500,t8
2021-07-04 08:00:03,request call function 1 webservice2.web_login_service,,webservice2,s31,500,t6
2021-07-04 08:00:03,request call function 1 redisservice1.set_key_value_into_redis,s30,redisservice1,s32,200,t8
2021-07-04 08:00:04,request call function 1 webservice2.web_login_service,,webservice2,s41,500,t7
2021-07-04 08:00:05,request call function 1 redisservice1.set_key_value_into_redis,s52,redisservice1,s44,200,t11
2021-07-04 08:00:05,request call function 1 webservice2.web_login_service,,webservice2,s52,500,t11
2021-07-04 08:00:07,request call function 1 redisservice2.set_key_value_into_redis,s76,redisservice2,s66,200,t13
2021-07-04 08:00:07,request call function 1 webservice2.web_login_service,,webservice2,s76,500,t13
2021-07-04 08:00:08,request call function 1 webservice2.web_login_service,,webservice2,s82,500,t16
2021-07-04 08:00:08,request call function 1 webservice2.web_login_service,,webservice2,s85,500,t17
2021-07-04 08:00:08,request call function 1 redisservice2.set_key_value_into_redis,s82,redisservice2,s86,200,t16
2021-07-04 08:00:08,request call function 1 redisservice2.set_key_value_into_redis,s85,redisservice2,s87,200,t17
2021-07-04 08:00:09,request call function 1 redisservice1.set_key_value_into_redis,s101,redisservice1,s97,200,t19
2021-07-04 08:00:09,request call function 1 redisservice2.set_key_value_into_redis,s102,redisservice2,s98,200,t20
2021-07-04 08:00:09,request call function 1 webservice2.web_login_service,,webservice2,s101,500,t19
2021-07-04 08:00:09,request call function 1 webservice2.web_login_service,,webservice2,s102,500,t20
2021-07-04 08:00:10,request call function 1 webservice2.web_login_service,,webservice2,s103,500,t21
2021-07-04 08:00:10,request call function 1 mobservice1.mob_info_to_redis,s119,mobservice1,s104,200,t22
2021-07-04 08:00:10,request call function 1 redisservice1.set_key_value_into_redis,s103,redisservice1,s105,200,t21
2021-07-04 08:00:10,request call function 1 redisservice1.set_key_value_into_redis,s104,redisservice1,s106,200,t22
2021-07-04 08:00:10,request call function 1 redisservice1.get_key_value_from_redis,s104,redisservice1,s107,300,t22
2021-07-04 08:00:10,request call function 1 redisservice2.set_key_value_into_redis,s119,redisservice2,s113,200,t22
2021-07-04 08:00:10,request call function 1 redisservice2.get_key_value_from_redis,s115,redisservice2,s114,200,t22
2021-07-04 08:00:11,request call function 1 logservice2.login_query_redis_info,s119,logservice2,s115,500,t22
2021-07-04 08:00:11,request call function 1 redisservice2.keys_existence_checks,s118,redisservice2,s116,200,t22
2021-07-04 08:00:11,request call function 1 dbservice2.db_login_methods,s125,dbservice2,s118,500,t22
2021-07-04 08:00:11,request call function 1 webservice1.web_login_service,,webservice1,s119,500,t22
2021-07-04 08:00:11,request call function 1 logservice1.login_model_implement,s115,logservice1,s125,500,t22
2021-07-04 08:00:12,request call function 1 redisservice1.set_key_value_into_redis,s141,redisservice1,s128,200,t25
